d_high_m,d_high_h5,d_high_h95,d_low_m,d_low_h5,d_low_h95,c_high_m,c_high_h5,c_high_h95,c_low_m,c_low_h5,c_low_h95,obs_d_high,obs_d_low,obs_c_high,obs_c_low
2.2210320500258187,1.9928763506224159,2.454796839101956,1.0449048925587865,0.8752765117956068,1.2048542078664304,-0.05095266995877425,-0.16363185266658253,0.050218829229768905,0.6130159598153612,0.5258666243915262,0.6916628501171818,2.198954232555126,0.9130150731136414,-0.1064484906882807,0.6215309792023509
2.0339933409454987,1.8909473674624622,2.1942060274617767,1.0508882032575146,0.940073117215551,1.18120460462973,-0.009054010302982822,-0.0806028746996745,0.06323166143140439,0.5643326280356309,0.5058542953667156,0.6235985365159017,2.1659112583475677,0.9594262145785935,-0.0773921508374251,0.6017513538449663
2.0163638076990056,1.8996657241141108,2.1378040207573648,1.1199130152161492,1.0200908748818538,1.226123868449438,0.021407248934786353,-0.03757183361278523,0.07930090285886832,0.6585797316404655,0.6070489246956262,0.7099867736422557,2.1484486289335805,0.9453494886271548,-0.029965052296879104,0.7082390829506722
1.9054122762073258,1.8121416173002713,2.0146047775102787,1.0436747398718649,0.9612687079597798,1.1279385131581514,0.06214862662760777,0.01601777915240264,0.11312822584607271,0.6056102999053439,0.5616157300990888,0.646107841928863,2.0522709818811626,0.9249290081421222,-0.007288159762556432,0.6378865634011206
1.8878246313413143,1.7994124307960795,1.9753795540962764,1.0565534645250192,0.981443079136828,1.1337605011682022,0.11142471009937313,0.06653876031141243,0.1520653127368512,0.5500282390795719,0.5117674256757759,0.5884939097482172,1.9740820522914828,0.9559442730853942,0.07374051532248987,0.5663165911754238
1.948149547469635,1.8634386557951186,2.0325231593588877,1.0287892173110722,0.9607257709818043,1.1001716927044194,0.08404112032489433,0.04689314342391331,0.12445180262051747,0.554080024155848,0.5203198410504821,0.5884295689054897,2.009791615269635,0.9724621863322754,0.04568229660144791,0.5707726464694081
1.9643564827649276,1.8889625592326857,2.0397568838065263,1.0499123858689607,0.9840345790199596,1.1105145900273359,0.09115583846986496,0.054829599643325636,0.1288050538702969,0.5616636599218118,0.5303756737269114,0.593891756764689,2.042441005529274,0.9796848361809122,0.046885215165859195,0.5916961475372039
1.9334815857316385,1.8639262505657253,2.008998946400916,1.0452377261414312,0.9886322645177985,1.1109599468622124,0.043685011010874415,0.008027569627123702,0.07866589503667024,0.5390954979473745,0.5106199963753898,0.5698702893060725,2.0226045694324704,0.9792358098300736,-0.000627427337754001,0.5744897319866971
1.9667945112399123,1.8970322408653724,2.0346855160917463,1.0423353924478889,0.9831787692515258,1.0961741985317028,0.0856213210396886,0.051624817249960785,0.11716158177538004,0.5302169332837939,0.5030116958537681,0.5589027936459546,2.0444954722018402,0.9799420189474262,0.03960466576913645,0.5565078420387432
1.9495324620483987,1.8842954314864893,2.0136350957139486,1.0344450983117732,0.9806676515905391,1.0890181559196952,0.0946146324452036,0.06353493037160057,0.12619229577049157,0.5695677469658479,0.5417520790504312,0.5954958883905683,2.035071762566418,0.9619495140089359,0.03489254094378108,0.5944033400837756
