d_high_m,d_high_h5,d_high_h95,d_low_m,d_low_h5,d_low_h95,c_high_m,c_high_h5,c_high_h95,c_low_m,c_low_h5,c_low_h95,obs_d_high,obs_d_low,obs_c_high,obs_c_low
1.5318220822714643,1.3780269613944331,1.6783028549738663,0.6789529217707221,0.5391010339378749,0.8174729626264761,0.07861704651915108,-0.0006946109270566381,0.1709702800239776,0.6977889982524789,0.6163724749431914,0.7775893500431764,2.198954232555126,0.9130150731136414,-0.1064484906882807,0.6215309792023509
1.452914863506671,1.346093285718792,1.5528045281669323,0.6690176764130646,0.5747055451291154,0.7722045975737207,0.10593139693577773,0.04921675922574927,0.16821045312194677,0.6547730155512614,0.5994599316346247,0.7133827483610183,2.1659112583475677,0.9594262145785935,-0.0773921508374251,0.6017513538449663
1.4353922818750458,1.3475556558384485,1.5217199401466743,0.6915692900526168,0.6072626550907642,0.7711748292019774,0.13194269823717686,0.08164865670540952,0.18054440451154338,0.7619884615795726,0.7096078881989302,0.8119649094612336,2.1484486289335805,0.9453494886271548,-0.029965052296879104,0.7082390829506722
1.367666051964748,1.2980163487614176,1.4419168514063876,0.657336658919724,0.5856430327280233,0.7305481979725582,0.1562236234813794,0.11240832517844593,0.19780143102846942,0.7039396216209713,0.6605171126964111,0.7495968296007287,2.0522709818811626,0.9249290081421222,-0.007288159762556432,0.6378865634011206
1.3492180152379554,1.2887627384197764,1.4143135371897415,0.6685088375057704,0.6040743115349736,0.7324681669678565,0.20736442575179145,0.16846766884749315,0.24386104196403466,0.6466120526090533,0.6073258458828845,0.6850565575215743,1.9740820522914828,0.9559442730853942,0.07374051532248987,0.5663165911754238
1.3816765853879318,1.3180600972773637,1.4376315148954897,0.651488726983188,0.593941571058671,0.7133978201560705,0.18690784831784668,0.15169024968859518,0.2201321015855394,0.6499097453324019,0.6167077851429775,0.6854276359438717,2.009791615269635,0.9724621863322754,0.04568229660144791,0.5707726464694081
1.3967367107849076,1.3421235480245692,1.4514219829975676,0.6648716607153611,0.6117931338882573,0.7171539035413887,0.19158517147941526,0.15878204488279138,0.22303407529912905,0.6569756647982405,0.624451518464642,0.6902388741288304,2.042441005529274,0.9796848361809122,0.046885215165859195,0.5916961475372039
1.3737365298142559,1.321496888683906,1.4245726061788626,0.6614671668566361,0.613693874246744,0.7123349864502897,0.14937346268488508,0.12137296921465975,0.1825260786324993,0.6351676493268665,0.6035823614829369,0.6618764744075505,2.0226045694324704,0.9792358098300736,-0.000627427337754001,0.5744897319866971
1.3936388386832086,1.3442916618921563,1.4410011217001126,0.6601337099468553,0.610765058377947,0.7053059705118903,0.18735088059232163,0.15896654730414664,0.2151285101896639,0.6244076806629822,0.5958525075488736,0.6536584984924948,2.0444954722018402,0.9799420189474262,0.03960466576913645,0.5565078420387432
1.3830794392191106,1.3382348777282558,1.4317142709040294,0.6509202512818524,0.6051931128269933,0.6965462075106867,0.19291046536405065,0.1638555835644656,0.21839826333002169,0.6618883180469899,0.6351918684901655,0.689769381152798,2.035071762566418,0.9619495140089359,0.03489254094378108,0.5944033400837756
