,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"F[0, 92]",0.198,0.044,0.131,0.271,0.001,0.0,7468.0,2436.0,1.0
"F[0, 93]",0.101,0.034,0.045,0.154,0.0,0.0,9893.0,3005.0,1.0
"F[0, 94]",0.484,0.057,0.392,0.581,0.001,0.001,4649.0,2657.0,1.0
"F[0, 95]",0.096,0.033,0.042,0.148,0.0,0.0,8201.0,2499.0,1.0
"F[0, 96]",0.091,0.032,0.041,0.14,0.0,0.0,7838.0,2780.0,1.0
"F[0, 97]",0.484,0.056,0.387,0.572,0.001,0.001,4278.0,2745.0,1.0
"F[0, 98]",0.254,0.049,0.173,0.333,0.001,0.0,5757.0,2862.0,1.0
"F[0, 99]",0.076,0.028,0.031,0.119,0.0,0.0,9097.0,3141.0,1.0
"F[1, 0]",0.203,0.044,0.132,0.274,0.001,0.0,7447.0,2867.0,1.0
"F[1, 1]",0.173,0.04,0.103,0.236,0.0,0.0,6822.0,2883.0,1.0
"F[1, 2]",0.161,0.042,0.095,0.229,0.0,0.0,8651.0,2404.0,1.0
"F[1, 3]",0.193,0.043,0.119,0.261,0.0,0.0,10906.0,2303.0,1.0
"F[1, 4]",0.131,0.037,0.066,0.184,0.0,0.0,9193.0,3124.0,1.0
"F[1, 5]",0.146,0.039,0.081,0.205,0.0,0.0,7014.0,2466.0,1.0
"F[1, 6]",0.129,0.037,0.069,0.186,0.0,0.0,7870.0,2952.0,1.0
"F[1, 7]",0.226,0.046,0.152,0.301,0.001,0.0,6980.0,2489.0,1.0
"F[1, 8]",0.141,0.037,0.082,0.202,0.0,0.0,8675.0,2910.0,1.0
"F[1, 9]",0.074,0.028,0.03,0.117,0.0,0.0,9132.0,1965.0,1.0
"F[1, 10]",0.083,0.029,0.036,0.127,0.0,0.0,7801.0,2531.0,1.0
"F[1, 11]",0.171,0.042,0.101,0.236,0.0,0.0,8564.0,2828.0,1.0
"F[1, 12]",0.152,0.039,0.085,0.211,0.0,0.0,8602.0,2775.0,1.0
"F[1, 13]",0.193,0.044,0.122,0.261,0.0,0.0,8425.0,2605.0,1.0
"F[1, 14]",0.289,0.05,0.215,0.376,0.001,0.0,6975.0,2553.0,1.0
"F[1, 15]",0.123,0.035,0.068,0.179,0.0,0.0,9868.0,3013.0,1.0
"F[1, 16]",0.271,0.05,0.191,0.354,0.001,0.0,6870.0,2862.0,1.01
"F[1, 17]",0.227,0.048,0.147,0.301,0.001,0.0,7905.0,2577.0,1.0
"F[1, 18]",0.103,0.034,0.046,0.156,0.0,0.0,11175.0,2835.0,1.0
"F[1, 19]",0.235,0.046,0.163,0.31,0.001,0.0,8399.0,2586.0,1.0
"F[1, 20]",0.105,0.035,0.051,0.158,0.0,0.0,11176.0,2518.0,1.0
"F[1, 21]",0.178,0.043,0.108,0.243,0.001,0.0,6995.0,2851.0,1.0
"F[1, 22]",0.293,0.051,0.204,0.372,0.001,0.0,5887.0,2865.0,1.0
"F[1, 23]",0.063,0.026,0.024,0.104,0.0,0.0,8078.0,2843.0,1.0
"F[1, 24]",0.074,0.029,0.027,0.117,0.0,0.0,8164.0,2817.0,1.0
"F[1, 25]",0.072,0.027,0.027,0.113,0.0,0.0,9661.0,2994.0,1.0
"F[1, 26]",0.014,0.012,0.0,0.03,0.0,0.0,6637.0,3104.0,1.0
"F[1, 27]",0.105,0.033,0.053,0.159,0.0,0.0,8336.0,2643.0,1.0
"F[1, 28]",0.104,0.033,0.052,0.156,0.0,0.0,7967.0,2729.0,1.0
"F[1, 29]",0.115,0.035,0.057,0.168,0.0,0.0,9220.0,2672.0,1.0
"F[1, 30]",0.129,0.036,0.072,0.188,0.0,0.0,7672.0,2951.0,1.0
"F[1, 31]",0.218,0.046,0.143,0.293,0.0,0.0,9560.0,2849.0,1.0
"F[1, 32]",0.24,0.047,0.165,0.316,0.001,0.0,7700.0,2566.0,1.0
"F[1, 33]",0.197,0.043,0.126,0.265,0.0,0.0,10958.0,2951.0,1.0
"F[1, 34]",0.226,0.048,0.148,0.3,0.001,0.0,6466.0,2076.0,1.0
"F[1, 35]",0.324,0.053,0.237,0.408,0.001,0.0,6885.0,2231.0,1.0
"F[1, 36]",0.432,0.055,0.346,0.523,0.001,0.0,6383.0,2904.0,1.0
"F[1, 37]",0.208,0.044,0.139,0.283,0.001,0.0,5562.0,2975.0,1.0
"F[1, 38]",0.121,0.036,0.061,0.178,0.0,0.0,8707.0,2892.0,1.0
"F[1, 39]",0.129,0.037,0.07,0.187,0.0,0.0,8851.0,2630.0,1.0
"F[1, 40]",0.149,0.038,0.083,0.206,0.0,0.0,8385.0,2736.0,1.0
"F[1, 41]",0.079,0.031,0.029,0.124,0.0,0.0,10096.0,2583.0,1.0
"F[1, 42]",0.138,0.038,0.078,0.199,0.001,0.0,5610.0,2767.0,1.0
"F[1, 43]",0.102,0.034,0.048,0.157,0.0,0.0,8203.0,2592.0,1.0
"F[1, 44]",0.489,0.055,0.4,0.582,0.001,0.001,5740.0,2708.0,1.0
"F[1, 45]",0.303,0.053,0.22,0.393,0.001,0.0,6452.0,2467.0,1.0
"F[1, 46]",0.26,0.051,0.176,0.341,0.001,0.0,7759.0,2685.0,1.0
"F[1, 47]",0.142,0.037,0.078,0.199,0.0,0.0,6932.0,2767.0,1.0
"F[1, 48]",0.383,0.053,0.293,0.465,0.001,0.0,5998.0,2644.0,1.0
"F[1, 49]",0.391,0.054,0.299,0.477,0.001,0.001,4632.0,2464.0,1.0
"F[1, 50]",0.225,0.046,0.149,0.3,0.001,0.0,8021.0,2831.0,1.0
"F[1, 51]",0.158,0.039,0.095,0.223,0.0,0.0,7274.0,2272.0,1.0
"F[1, 52]",0.181,0.044,0.112,0.253,0.0,0.0,8009.0,2546.0,1.0
"F[1, 53]",0.112,0.034,0.057,0.166,0.0,0.0,9606.0,2730.0,1.0
"F[1, 54]",0.119,0.036,0.06,0.176,0.0,0.0,9135.0,2518.0,1.0
"F[1, 55]",0.151,0.04,0.087,0.214,0.0,0.0,8660.0,2915.0,1.0
"F[1, 56]",0.339,0.052,0.246,0.421,0.001,0.0,7280.0,2810.0,1.0
"F[1, 57]",0.187,0.045,0.114,0.257,0.001,0.0,6466.0,2429.0,1.0
"F[1, 58]",0.217,0.046,0.14,0.29,0.001,0.0,6779.0,2389.0,1.0
"F[1, 59]",0.126,0.036,0.067,0.183,0.0,0.0,8278.0,2427.0,1.0
"F[1, 60]",0.181,0.042,0.11,0.246,0.0,0.0,7779.0,2428.0,1.0
"F[1, 61]",0.182,0.043,0.109,0.247,0.0,0.0,9120.0,2993.0,1.0
"F[1, 62]",0.134,0.037,0.073,0.192,0.0,0.0,8656.0,2572.0,1.0
"F[1, 63]",0.105,0.034,0.049,0.155,0.0,0.0,10284.0,2314.0,1.0
"F[1, 64]",0.075,0.029,0.029,0.121,0.0,0.0,7705.0,2390.0,1.0
"F[1, 65]",0.115,0.034,0.058,0.167,0.0,0.0,9517.0,3022.0,1.0
