d_high_m,d_high_h5,d_high_h95,d_low_m,d_low_h5,d_low_h95,c_high_m,c_high_h5,c_high_h95,c_low_m,c_low_h5,c_low_h95,obs_d_high,obs_d_low,obs_c_high,obs_c_low
2.219469411531213,1.995620282083993,2.448591223076026,1.0477269757206993,0.8880090351378407,1.2113050937250467,-0.05075535407800359,-0.1572474995372651,0.0570326009267492,0.6111309309935524,0.5334370212822962,0.6952311454462206,2.198954232555126,0.9130150731136414,-0.1064484906882807,0.6215309792023509
2.034787591092333,1.878435671205306,2.1898560239503366,1.0523894207819313,0.9393914418598985,1.1742416483522167,-0.008640876107318432,-0.08139741323791137,0.06228648160318958,0.5635500589696115,0.5037775396187987,0.6209157815775275,2.1659112583475677,0.9594262145785935,-0.0773921508374251,0.6017513538449663
2.016549726739125,1.8905652099712844,2.1353305003919445,1.1183349427449998,1.0129548540756521,1.2138258683702845,0.019980922510794027,-0.03550826695249333,0.08172649141630049,0.6590749709439245,0.6070312188436984,0.7096521603216288,2.1484486289335805,0.9453494886271548,-0.029965052296879104,0.7082390829506722
1.9069900013716967,1.8051597738028142,2.0010554582409967,1.042787317550497,0.9540821990411394,1.1219514165730131,0.061013467561020364,0.012999548153842517,0.1087322655617915,0.6049335094209407,0.5637530189730967,0.6494099477847114,2.0522709818811626,0.9249290081421222,-0.007288159762556432,0.6378865634011206
1.8887166964396171,1.8021267957762361,1.9819489850129421,1.0569354077579072,0.9820832899020668,1.1345270764787942,0.11116777137749788,0.06936543375543736,0.15371994754495863,0.5498781316524496,0.5121304282868437,0.5865404924687498,1.9740820522914828,0.9559442730853942,0.07374051532248987,0.5663165911754238
1.9475030488831675,1.864209885098808,2.034346388254229,1.0280236718376552,0.9568098141676772,1.0929262336695262,0.084603550151892,0.04588363408910082,0.12474784565345001,0.5553009149575496,0.5218321050945307,0.5902008384748181,2.009791615269635,0.9724621863322754,0.04568229660144791,0.5707726464694081
1.9637064890729268,1.878258940108948,2.032651310119041,1.0496250125459792,0.9864431102009813,1.1150595328499113,0.0910325097632539,0.05363745328424166,0.12751741082252618,0.5618741702089616,0.5282245050792442,0.593106947705447,2.042441005529274,0.9796848361809122,0.046885215165859195,0.5916961475372039
1.934436799970968,1.8621870882840679,2.0084552045827833,1.0441392264837828,0.9842728761005425,1.1074791056444577,0.04419877591299903,0.01213018013571095,0.08113595571382684,0.539401918307749,0.5097564394185545,0.5692763338053598,2.0226045694324704,0.9792358098300736,-0.000627427337754001,0.5744897319866971
1.966521262360454,1.9016363302665142,2.040214033747213,1.0436311378422072,0.9830690537549645,1.0967940465232269,0.08585508942124442,0.053705462042007546,0.11701448628952504,0.5299355940223461,0.5037771350508178,0.56105347025848,2.0444954722018402,0.9799420189474262,0.03960466576913645,0.5565078420387432
1.9494892108489579,1.885909262393065,2.017453916753179,1.033922952018492,0.9777331742815876,1.086299446784089,0.0945544017646781,0.0644296087012794,0.12701393260789096,0.5693017512246086,0.5411997179734517,0.5959005396122211,2.035071762566418,0.9619495140089359,0.03489254094378108,0.5944033400837756
