d_high_m,d_high_h5,d_high_h95,d_low_m,d_low_h5,d_low_h95,c_high_m,c_high_h5,c_high_h95,c_low_m,c_low_h5,c_low_h95,obs_d_high,obs_d_low,obs_c_high,obs_c_low
2.3799292498662843,2.1274292238263617,2.6001894045549827,0.9285165089212954,0.7660916007198322,1.0875087868121927,-0.13233977196154634,-0.2485375183373438,-0.010427005690538279,0.6444635296214402,0.561133978258662,0.7200245691362949,2.198954232555126,0.9130150731136414,-0.1064484906882807,0.6215309792023509
2.2316122996724514,2.0638795643438193,2.401081590870769,0.9257828651261978,0.810164427751346,1.0426999298881223,-0.10241407418619956,-0.17953608576086508,-0.020894028587771063,0.5981890517040465,0.5401527385655428,0.6561770645721162,2.1659112583475677,0.9594262145785935,-0.0773921508374251,0.6017513538449663
2.187264734574436,2.051575186244856,2.314160644333619,0.9728233817435276,0.8788334857146878,1.0775775224135997,-0.05981849606649505,-0.1216239177427898,0.009519176303577766,0.6886010667431461,0.6378411641482142,0.7387917893748559,2.1484486289335805,0.9453494886271548,-0.029965052296879104,0.7082390829506722
2.0490351942739364,1.9474669819235615,2.1558322451715144,0.9176500219396294,0.832569592822255,1.0018786578952514,-0.005347206723609624,-0.058049044794356554,0.04520791056905382,0.6364004569885866,0.5922587258106871,0.6776941493155613,2.0522709818811626,0.9249290081421222,-0.007288159762556432,0.6378865634011206
2.0223374574127355,1.9227878021580005,2.113369697023552,0.935248897257862,0.8568754552135067,1.0086776339551964,0.05164608469933059,0.0002138167776261213,0.09568425722098813,0.5792580432603949,0.539612889255596,0.6190591036089645,1.9740820522914828,0.9559442730853942,0.07374051532248987,0.5663165911754238
2.08810256606379,2.00016353592587,2.1733420532473273,0.9084213279319862,0.8423376294333468,0.9743580581426055,0.016305404319971593,-0.026179912736298286,0.062742024029983,0.5849094446699208,0.5513878536219932,0.6199065844319193,2.009791615269635,0.9724621863322754,0.04568229660144791,0.5707726464694081
2.108587120609205,2.024858431317086,2.1933139676964535,0.9270684468147211,0.8629570964727198,0.990687063459821,0.023732333090382005,-0.01393317534530947,0.06677068734813155,0.5923383268576369,0.5592862369118384,0.6233604584496245,2.042441005529274,0.9796848361809122,0.046885215165859195,0.5916961475372039
2.076895457613168,1.9944772486925906,2.148581444794902,0.9212553873161959,0.8617386109698435,0.9822476302891815,-0.021639797651815895,-0.05785167688300408,0.018068296359996287,0.570657507279286,0.5394428963923164,0.5994565072191426,2.0226045694324704,0.9792358098300736,-0.000627427337754001,0.5744897319866971
2.1008717345473378,2.027040442575111,2.1691897002667275,0.9195731243844597,0.8660707350691861,0.9768523761658147,0.026929409094153773,-0.007894650508771424,0.0642729661043631,0.559435938477127,0.5320920921116352,0.5889543913154178,2.0444954722018402,0.9799420189474262,0.03960466576913645,0.5565078420387432
2.0878573360591473,2.0168340233353934,2.1540106802151486,0.9079057721168718,0.8548410796266819,0.9613526646164415,0.03263589313789237,-0.0006823480405176763,0.06663574466738335,0.5984428766671795,0.5720465461986949,0.6242254987243036,2.035071762566418,0.9619495140089359,0.03489254094378108,0.5944033400837756
