,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"H[0, 47]",0.832,0.071,0.721,0.944,0.001,0.001,4003.0,3194.0,1.0
"H[0, 48]",0.748,0.084,0.613,0.882,0.001,0.001,5817.0,2826.0,1.0
"H[0, 49]",0.154,0.066,0.055,0.261,0.001,0.001,8922.0,2399.0,1.0
"H[0, 50]",0.753,0.081,0.623,0.886,0.001,0.001,4183.0,2639.0,1.0
"H[0, 51]",0.794,0.076,0.675,0.918,0.001,0.001,4448.0,2920.0,1.0
"H[0, 52]",0.894,0.059,0.801,0.978,0.001,0.001,5024.0,2972.0,1.0
"H[0, 53]",0.726,0.083,0.592,0.86,0.001,0.001,3865.0,2567.0,1.0
"H[0, 54]",0.858,0.066,0.757,0.963,0.001,0.001,5013.0,2633.0,1.0
"H[0, 55]",0.726,0.084,0.591,0.864,0.001,0.001,4636.0,3171.0,1.0
"H[0, 56]",0.949,0.041,0.894,1.0,0.001,0.0,4086.0,2489.0,1.0
"H[0, 57]",0.762,0.08,0.644,0.897,0.001,0.001,4021.0,3144.0,1.0
"H[0, 58]",0.944,0.045,0.882,1.0,0.001,0.0,3488.0,2038.0,1.0
"H[0, 59]",0.95,0.04,0.896,1.0,0.001,0.0,3445.0,2600.0,1.0
"H[0, 60]",0.677,0.089,0.522,0.813,0.001,0.001,5645.0,3093.0,1.0
"H[0, 61]",0.952,0.042,0.898,1.0,0.001,0.0,2865.0,1979.0,1.0
"H[0, 62]",0.902,0.057,0.82,0.99,0.001,0.001,3668.0,2537.0,1.0
"H[0, 63]",0.597,0.092,0.449,0.747,0.001,0.001,7436.0,2955.0,1.0
"H[0, 64]",0.755,0.082,0.629,0.895,0.001,0.001,5527.0,3486.0,1.0
"H[0, 65]",0.874,0.063,0.778,0.972,0.001,0.001,3584.0,2729.0,1.0
"H[0, 66]",0.845,0.068,0.746,0.955,0.001,0.001,3690.0,2953.0,1.0
"H[0, 67]",0.528,0.091,0.373,0.673,0.001,0.001,6500.0,3224.0,1.0
"H[0, 68]",0.791,0.076,0.671,0.913,0.001,0.001,4341.0,2791.0,1.0
"H[0, 69]",0.867,0.064,0.769,0.966,0.001,0.001,3895.0,2869.0,1.0
"H[0, 70]",0.808,0.074,0.7,0.934,0.001,0.001,3898.0,2653.0,1.0
"H[0, 71]",0.957,0.037,0.906,1.0,0.001,0.0,2748.0,2017.0,1.0
"H[0, 72]",0.92,0.051,0.85,0.995,0.001,0.001,3079.0,2463.0,1.0
"H[0, 73]",0.681,0.085,0.533,0.813,0.001,0.001,5087.0,3084.0,1.0
"H[0, 74]",0.798,0.077,0.669,0.92,0.001,0.001,4186.0,2917.0,1.0
"H[0, 75]",0.954,0.039,0.9,1.0,0.001,0.0,3127.0,2282.0,1.0
"H[0, 76]",0.587,0.091,0.445,0.737,0.001,0.001,3888.0,3044.0,1.0
"H[0, 77]",0.834,0.072,0.724,0.949,0.001,0.001,3775.0,2781.0,1.0
"H[0, 78]",0.87,0.064,0.769,0.963,0.001,0.001,4090.0,2880.0,1.0
"H[0, 79]",0.826,0.072,0.716,0.941,0.001,0.001,4127.0,3288.0,1.0
"H[0, 80]",0.642,0.093,0.485,0.79,0.001,0.001,5188.0,3209.0,1.0
"H[0, 81]",0.636,0.091,0.488,0.787,0.001,0.001,6738.0,2724.0,1.0
"H[0, 82]",0.643,0.092,0.491,0.791,0.001,0.001,5894.0,2420.0,1.0
"H[0, 83]",0.75,0.081,0.623,0.886,0.001,0.001,5466.0,2900.0,1.0
"H[0, 84]",0.94,0.045,0.879,1.0,0.001,0.0,4336.0,2350.0,1.0
"H[0, 85]",0.908,0.056,0.825,0.988,0.001,0.001,3630.0,2744.0,1.0
"H[0, 86]",0.794,0.076,0.672,0.914,0.001,0.001,3928.0,2955.0,1.0
"H[0, 87]",0.554,0.094,0.402,0.707,0.001,0.001,9071.0,2843.0,1.0
"H[0, 88]",0.638,0.091,0.493,0.785,0.001,0.001,6192.0,2814.0,1.0
"H[0, 89]",0.566,0.094,0.423,0.731,0.001,0.001,6767.0,2791.0,1.0
"H[0, 90]",0.685,0.087,0.54,0.825,0.001,0.001,4706.0,3182.0,1.0
"H[0, 91]",0.574,0.095,0.415,0.729,0.001,0.001,5025.0,3080.0,1.0
"H[0, 92]",0.501,0.094,0.336,0.643,0.001,0.001,4427.0,2922.0,1.0
"H[0, 93]",0.532,0.092,0.372,0.676,0.001,0.001,6678.0,3456.0,1.0
"H[0, 94]",0.954,0.038,0.901,1.0,0.001,0.0,3232.0,2551.0,1.0
"H[0, 95]",0.859,0.066,0.76,0.965,0.001,0.001,4904.0,2898.0,1.0
"H[0, 96]",0.784,0.078,0.666,0.917,0.001,0.001,5227.0,2868.0,1.0
"H[0, 97]",0.954,0.039,0.901,1.0,0.001,0.0,3052.0,1894.0,1.0
"H[0, 98]",0.797,0.078,0.668,0.916,0.001,0.001,3704.0,2787.0,1.0
"H[0, 99]",0.527,0.091,0.383,0.684,0.001,0.001,6465.0,2935.0,1.0
"H[1, 0]",0.395,0.09,0.25,0.546,0.001,0.001,4410.0,3194.0,1.0
"H[1, 1]",0.722,0.084,0.581,0.855,0.001,0.001,4564.0,2852.0,1.0
"H[1, 2]",0.319,0.088,0.179,0.463,0.001,0.001,4209.0,3155.0,1.0
"H[1, 3]",0.431,0.094,0.274,0.582,0.001,0.001,4586.0,2952.0,1.0
"H[1, 4]",0.424,0.091,0.276,0.573,0.001,0.001,5395.0,3163.0,1.0
"H[1, 5]",0.464,0.094,0.316,0.625,0.001,0.001,4870.0,3359.0,1.0
"H[1, 6]",0.208,0.075,0.084,0.322,0.001,0.001,4928.0,3273.0,1.0
"H[1, 7]",0.577,0.093,0.425,0.732,0.001,0.001,4528.0,2613.0,1.0
"H[1, 8]",0.39,0.09,0.242,0.534,0.001,0.001,4821.0,3363.0,1.0
"H[1, 9]",0.272,0.081,0.143,0.406,0.001,0.001,5903.0,2941.0,1.0
"H[1, 10]",0.098,0.055,0.012,0.178,0.001,0.001,4277.0,2480.0,1.0
"H[1, 11]",0.466,0.092,0.317,0.62,0.001,0.001,4812.0,3074.0,1.0
"H[1, 12]",0.353,0.09,0.201,0.496,0.001,0.001,4185.0,2900.0,1.0
"H[1, 13]",0.429,0.091,0.278,0.573,0.001,0.001,4400.0,2990.0,1.0
"H[1, 14]",0.58,0.093,0.428,0.733,0.002,0.001,3847.0,2982.0,1.0
"H[1, 15]",0.495,0.093,0.342,0.645,0.001,0.001,5114.0,2949.0,1.0
"H[1, 16]",0.69,0.085,0.545,0.823,0.001,0.001,4598.0,3024.0,1.0
"H[1, 17]",0.577,0.095,0.41,0.72,0.001,0.001,4804.0,3136.0,1.0
"H[1, 18]",0.347,0.091,0.195,0.49,0.001,0.001,5185.0,2947.0,1.0
"H[1, 19]",0.504,0.095,0.346,0.659,0.002,0.001,3948.0,3120.0,1.0
"H[1, 20]",0.387,0.091,0.236,0.534,0.001,0.001,5864.0,3437.0,1.0
"H[1, 21]",0.794,0.075,0.671,0.913,0.001,0.001,4585.0,3213.0,1.0
"H[1, 22]",0.836,0.069,0.723,0.944,0.001,0.001,4041.0,3124.0,1.0
"H[1, 23]",0.13,0.063,0.032,0.223,0.001,0.001,4996.0,2848.0,1.0
"H[1, 24]",0.274,0.084,0.139,0.412,0.001,0.001,6803.0,2665.0,1.0
"H[1, 25]",0.457,0.094,0.305,0.613,0.001,0.001,5724.0,2987.0,1.0
"H[1, 26]",0.022,0.026,0.0,0.057,0.0,0.0,3812.0,2083.0,1.0
"H[1, 27]",0.384,0.091,0.247,0.542,0.001,0.001,5536.0,3144.0,1.0
"H[1, 28]",0.205,0.077,0.08,0.322,0.001,0.001,4970.0,2872.0,1.0
"H[1, 29]",0.35,0.088,0.199,0.485,0.001,0.001,4684.0,3125.0,1.0
"H[1, 30]",0.207,0.074,0.09,0.326,0.001,0.001,5137.0,2789.0,1.0
"H[1, 31]",0.613,0.093,0.46,0.765,0.001,0.001,4531.0,2432.0,1.01
"H[1, 32]",0.396,0.091,0.249,0.544,0.001,0.001,4926.0,3011.0,1.0
"H[1, 33]",0.501,0.094,0.342,0.649,0.001,0.001,4762.0,3187.0,1.0
"H[1, 34]",0.76,0.08,0.631,0.885,0.001,0.001,4546.0,3529.0,1.0
"H[1, 35]",0.545,0.092,0.398,0.696,0.001,0.001,4331.0,3225.0,1.0
"H[1, 36]",0.516,0.094,0.37,0.678,0.002,0.001,3884.0,2942.0,1.0
"H[1, 37]",0.142,0.063,0.039,0.233,0.001,0.001,4062.0,2874.0,1.0
"H[1, 38]",0.46,0.093,0.323,0.625,0.001,0.001,5613.0,2980.0,1.0
"H[1, 39]",0.387,0.09,0.222,0.52,0.001,0.001,4286.0,3004.0,1.0
"H[1, 40]",0.319,0.087,0.178,0.461,0.001,0.001,4829.0,3012.0,1.0
"H[1, 41]",0.347,0.089,0.201,0.488,0.001,0.001,5703.0,2702.0,1.0
"H[1, 42]",0.068,0.048,0.003,0.137,0.001,0.001,3387.0,2403.0,1.0
"H[1, 43]",0.35,0.09,0.204,0.492,0.001,0.001,5804.0,3104.0,1.0
"H[1, 44]",0.591,0.089,0.451,0.744,0.001,0.001,4042.0,2874.0,1.0
"H[1, 45]",0.8,0.075,0.689,0.926,0.001,0.001,3662.0,3008.0,1.0
"H[1, 46]",0.872,0.063,0.774,0.967,0.001,0.001,3296.0,2662.0,1.0
"H[1, 47]",0.39,0.091,0.233,0.525,0.001,0.001,5162.0,3154.0,1.0
"H[1, 48]",0.696,0.087,0.559,0.842,0.001,0.001,4001.0,2722.0,1.0
"H[1, 49]",0.916,0.051,0.842,0.993,0.001,0.001,3128.0,2377.0,1.0
"H[1, 50]",0.539,0.093,0.387,0.691,0.001,0.001,4593.0,2726.0,1.0
"H[1, 51]",0.464,0.093,0.313,0.619,0.001,0.001,4955.0,2874.0,1.0
"H[1, 52]",0.43,0.093,0.275,0.581,0.001,0.001,4246.0,3031.0,1.0
"H[1, 53]",0.317,0.085,0.173,0.444,0.001,0.001,4786.0,3137.0,1.0
"H[1, 54]",0.423,0.093,0.264,0.572,0.001,0.001,4894.0,2660.0,1.0
"H[1, 55]",0.537,0.094,0.383,0.686,0.001,0.001,5024.0,2752.0,1.0
"H[1, 56]",0.401,0.091,0.245,0.546,0.001,0.001,4658.0,2577.0,1.0
"H[1, 57]",0.177,0.07,0.072,0.292,0.001,0.001,4724.0,2823.0,1.0
"H[1, 58]",0.613,0.09,0.467,0.763,0.001,0.001,4081.0,2888.0,1.0
"H[1, 59]",0.171,0.071,0.051,0.275,0.001,0.001,4626.0,2462.0,1.0
"H[1, 60]",0.431,0.092,0.279,0.579,0.001,0.001,4386.0,3117.0,1.0
"H[1, 61]",0.647,0.091,0.496,0.791,0.001,0.001,5032.0,2435.0,1.0
"H[1, 62]",0.682,0.088,0.538,0.825,0.001,0.001,5148.0,2901.0,1.0
"H[1, 63]",0.386,0.089,0.239,0.529,0.001,0.001,4825.0,2966.0,1.0
"H[1, 64]",0.134,0.062,0.035,0.228,0.001,0.001,4767.0,2809.0,1.0
"H[1, 65]",0.35,0.089,0.203,0.496,0.001,0.001,5431.0,3016.0,1.0
"H[1, 66]",0.546,0.093,0.391,0.695,0.002,0.001,3800.0,3222.0,1.0
"H[1, 67]",0.317,0.09,0.168,0.458,0.001,0.001,4961.0,2963.0,1.0
"H[1, 68]",0.76,0.081,0.634,0.896,0.001,0.001,4275.0,3274.0,1.0
"H[1, 69]",0.201,0.074,0.081,0.313,0.001,0.001,4252.0,2946.0,1.0
"H[1, 70]",0.331,0.087,0.188,0.472,0.001,0.001,3806.0,3141.0,1.0
"H[1, 71]",0.54,0.094,0.38,0.686,0.001,0.001,4272.0,3067.0,1.0
"H[1, 72]",0.286,0.084,0.154,0.424,0.001,0.001,4250.0,3142.0,1.0
"H[1, 73]",0.579,0.092,0.424,0.727,0.001,0.001,4623.0,3223.0,1.0
"H[1, 74]",0.315,0.086,0.171,0.45,0.001,0.001,4827.0,2759.0,1.0
"H[1, 75]",0.725,0.084,0.594,0.862,0.001,0.001,4092.0,2816.0,1.0
"H[1, 76]",0.172,0.072,0.064,0.295,0.001,0.001,4560.0,2658.0,1.0
"H[1, 77]",0.321,0.087,0.181,0.466,0.001,0.001,4569.0,2594.0,1.0
"H[1, 78]",0.607,0.091,0.463,0.76,0.001,0.001,4783.0,2950.0,1.0
"H[1, 79]",0.953,0.04,0.901,1.0,0.001,0.0,2660.0,2343.0,1.0
"H[1, 80]",0.284,0.085,0.149,0.422,0.001,0.001,4641.0,3158.0,1.0
"H[1, 81]",0.308,0.087,0.163,0.446,0.001,0.001,5998.0,2834.0,1.0
"H[1, 82]",0.772,0.082,0.633,0.893,0.001,0.001,3987.0,2970.0,1.0
"H[1, 83]",0.651,0.09,0.505,0.8,0.001,0.001,4809.0,3198.0,1.0
"H[1, 84]",0.912,0.054,0.837,0.993,0.001,0.001,3077.0,2338.0,1.0
"H[1, 85]",0.277,0.083,0.138,0.409,0.001,0.001,5202.0,2868.0,1.0
"H[1, 86]",0.504,0.095,0.34,0.653,0.002,0.001,3813.0,2763.0,1.0
"H[1, 87]",0.1,0.057,0.013,0.18,0.001,0.001,3912.0,2919.0,1.0
"H[1, 88]",0.542,0.095,0.394,0.702,0.001,0.001,4272.0,3028.0,1.0
"H[1, 89]",0.397,0.092,0.238,0.542,0.002,0.001,3842.0,3049.0,1.0
"H[1, 90]",0.464,0.094,0.321,0.63,0.001,0.001,5480.0,2740.0,1.0
"H[1, 91]",0.277,0.085,0.129,0.403,0.001,0.001,5447.0,3164.0,1.0
"H[1, 92]",0.244,0.079,0.114,0.37,0.001,0.001,4159.0,2849.0,1.0
"H[1, 93]",0.459,0.095,0.293,0.609,0.001,0.001,4811.0,2500.0,1.0
"H[1, 94]",0.233,0.077,0.105,0.355,0.001,0.001,7520.0,2991.0,1.0
"H[1, 95]",0.177,0.072,0.059,0.287,0.001,0.001,4509.0,2870.0,1.0
"H[1, 96]",0.24,0.079,0.104,0.361,0.001,0.001,6140.0,2368.0,1.0
"H[1, 97]",0.607,0.092,0.457,0.758,0.001,0.001,5546.0,2983.0,1.0
"H[1, 98]",0.098,0.055,0.018,0.181,0.001,0.001,4605.0,3042.0,1.0
"H[1, 99]",0.24,0.08,0.111,0.364,0.001,0.001,5415.0,3249.0,1.0
"F[0, 0]",0.435,0.055,0.341,0.522,0.001,0.0,9228.0,3163.0,1.0
"F[0, 1]",0.322,0.056,0.237,0.417,0.001,0.001,6553.0,2302.0,1.0
"F[0, 2]",0.068,0.028,0.023,0.111,0.0,0.0,7577.0,3147.0,1.0
"F[0, 3]",0.033,0.021,0.004,0.064,0.0,0.0,6654.0,1542.0,1.0
"F[0, 4]",0.15,0.04,0.089,0.215,0.0,0.0,11023.0,3000.0,1.0
"F[0, 5]",0.187,0.044,0.117,0.259,0.0,0.0,8823.0,2738.0,1.0
"F[0, 6]",0.07,0.029,0.022,0.112,0.0,0.0,7669.0,2727.0,1.0
"F[0, 7]",0.479,0.056,0.39,0.574,0.001,0.001,4447.0,2472.0,1.0
"F[0, 8]",0.088,0.032,0.037,0.137,0.0,0.0,9044.0,2687.0,1.0
"F[0, 9]",0.152,0.04,0.087,0.216,0.0,0.0,8076.0,3094.0,1.0
"F[0, 10]",0.066,0.029,0.023,0.111,0.0,0.0,7479.0,2631.0,1.0
"F[0, 11]",0.18,0.044,0.105,0.248,0.001,0.0,6244.0,2558.0,1.0
"F[0, 12]",0.255,0.05,0.17,0.336,0.001,0.0,7870.0,3180.0,1.0
"F[0, 13]",0.229,0.046,0.154,0.306,0.0,0.0,9622.0,2750.0,1.0
"F[0, 14]",0.173,0.043,0.103,0.241,0.0,0.0,10431.0,2827.0,1.0
"F[0, 15]",0.414,0.056,0.319,0.502,0.001,0.001,3934.0,2646.0,1.0
"F[0, 16]",0.093,0.032,0.043,0.144,0.0,0.0,8138.0,2683.0,1.0
"F[0, 17]",0.111,0.037,0.049,0.166,0.0,0.0,11107.0,2767.0,1.0
"F[0, 18]",0.191,0.044,0.117,0.261,0.0,0.0,9435.0,2916.0,1.0
"F[0, 19]",0.226,0.048,0.149,0.304,0.001,0.0,8669.0,2796.0,1.0
"F[0, 20]",0.045,0.024,0.01,0.081,0.0,0.0,6694.0,2540.0,1.0
"F[0, 21]",0.24,0.048,0.163,0.318,0.001,0.0,8765.0,2754.0,1.0
"F[0, 22]",0.138,0.038,0.075,0.199,0.0,0.0,9213.0,2778.0,1.0
"F[0, 23]",0.243,0.048,0.16,0.313,0.001,0.0,6974.0,2872.0,1.0
"F[0, 24]",0.072,0.029,0.024,0.116,0.0,0.0,9752.0,2720.0,1.0
"F[0, 25]",0.582,0.055,0.489,0.668,0.001,0.001,3940.0,2711.0,1.0
"F[0, 26]",0.175,0.043,0.105,0.244,0.0,0.0,10052.0,2610.0,1.0
"F[0, 27]",0.096,0.034,0.043,0.152,0.0,0.0,10416.0,2833.0,1.0
"F[0, 28]",0.083,0.031,0.035,0.132,0.0,0.0,8572.0,3163.0,1.0
"F[0, 29]",0.169,0.042,0.096,0.234,0.0,0.0,9842.0,2734.0,1.0
"F[0, 30]",0.235,0.048,0.156,0.312,0.0,0.0,11225.0,3144.0,1.0
"F[0, 31]",0.603,0.055,0.513,0.697,0.001,0.0,8564.0,2594.0,1.0
"F[0, 32]",0.059,0.027,0.019,0.101,0.0,0.0,8662.0,2623.0,1.0
"F[0, 33]",0.08,0.03,0.03,0.126,0.0,0.0,7365.0,2340.0,1.0
"F[0, 34]",0.138,0.039,0.079,0.203,0.0,0.0,9265.0,3132.0,1.0
"F[0, 35]",0.392,0.055,0.297,0.48,0.001,0.0,10123.0,2818.0,1.0
"F[0, 36]",0.084,0.031,0.033,0.132,0.0,0.0,7937.0,2708.0,1.0
"F[0, 37]",0.318,0.052,0.23,0.4,0.001,0.0,10381.0,2810.0,1.0
"F[0, 38]",0.131,0.037,0.076,0.195,0.0,0.0,9434.0,2975.0,1.0
"F[0, 39]",0.098,0.033,0.047,0.153,0.0,0.0,8261.0,2780.0,1.0
"F[0, 40]",0.16,0.042,0.088,0.225,0.0,0.0,11207.0,2431.0,1.0
"F[0, 41]",0.226,0.047,0.143,0.298,0.0,0.0,11000.0,2857.0,1.0
"F[0, 42]",0.183,0.044,0.108,0.252,0.0,0.0,9712.0,2425.0,1.0
"F[0, 43]",0.251,0.05,0.167,0.331,0.0,0.0,12481.0,2624.0,1.0
"F[0, 44]",0.044,0.022,0.01,0.077,0.0,0.0,5645.0,2691.0,1.0
"F[0, 45]",0.124,0.038,0.06,0.183,0.0,0.0,10354.0,2645.0,1.0
"F[0, 46]",0.257,0.048,0.182,0.337,0.001,0.001,4614.0,2694.0,1.0
"F[0, 47]",0.189,0.044,0.12,0.26,0.0,0.0,8358.0,3324.0,1.0
"F[0, 48]",0.058,0.028,0.014,0.098,0.0,0.0,7639.0,2393.0,1.0
"F[0, 49]",0.012,0.012,0.0,0.028,0.0,0.0,3662.0,2412.0,1.0
"F[0, 50]",0.11,0.035,0.054,0.167,0.0,0.0,9772.0,3226.0,1.0
"F[0, 51]",0.136,0.038,0.077,0.199,0.0,0.0,8312.0,2612.0,1.0
"F[0, 52]",0.034,0.021,0.004,0.063,0.0,0.0,7238.0,2804.0,1.0
"F[0, 53]",0.239,0.048,0.16,0.318,0.0,0.0,9376.0,2922.0,1.0
"F[0, 54]",0.059,0.026,0.018,0.098,0.0,0.0,7712.0,2962.0,1.0
"F[0, 55]",0.252,0.049,0.175,0.334,0.001,0.0,9667.0,3306.0,1.0
"F[0, 56]",0.297,0.053,0.209,0.381,0.001,0.001,4373.0,2521.0,1.0
"F[0, 57]",0.226,0.048,0.149,0.305,0.0,0.0,10492.0,2876.0,1.0
"F[0, 58]",0.179,0.043,0.112,0.251,0.001,0.0,5168.0,2735.0,1.0
"F[0, 59]",0.286,0.05,0.203,0.368,0.001,0.001,4357.0,2568.0,1.0
"F[0, 60]",0.069,0.029,0.021,0.112,0.0,0.0,7592.0,2221.0,1.0
"F[0, 61]",0.376,0.054,0.285,0.463,0.001,0.001,4149.0,2515.0,1.0
"F[0, 62]",0.1,0.035,0.044,0.154,0.0,0.0,10386.0,2805.0,1.0
"F[0, 63]",0.043,0.023,0.008,0.076,0.0,0.0,5211.0,2940.0,1.0
"F[0, 64]",0.11,0.035,0.05,0.161,0.0,0.0,9108.0,2770.0,1.0
"F[0, 65]",0.268,0.05,0.188,0.352,0.001,0.0,9640.0,3193.0,1.0
"F[0, 66]",0.408,0.055,0.311,0.494,0.001,0.0,8223.0,2827.0,1.0
"F[0, 67]",0.055,0.026,0.014,0.094,0.0,0.0,7398.0,2602.0,1.0
"F[0, 68]",0.11,0.036,0.05,0.164,0.0,0.0,9494.0,2807.0,1.0
"F[0, 69]",0.112,0.035,0.055,0.168,0.0,0.0,8683.0,2885.0,1.0
"F[0, 70]",0.409,0.057,0.32,0.505,0.001,0.0,9999.0,2678.0,1.0
"F[0, 71]",0.557,0.056,0.469,0.653,0.001,0.001,3526.0,2049.0,1.0
"F[0, 72]",0.58,0.055,0.491,0.67,0.001,0.001,5609.0,2333.0,1.0
"F[0, 73]",0.121,0.037,0.062,0.18,0.0,0.0,9552.0,2745.0,1.0
"F[0, 74]",0.201,0.046,0.126,0.278,0.0,0.0,9977.0,2487.0,1.0
"F[0, 75]",0.452,0.055,0.361,0.543,0.001,0.001,3849.0,2253.0,1.0
"F[0, 76]",0.391,0.053,0.304,0.478,0.001,0.0,8846.0,2762.0,1.0
"F[0, 77]",0.176,0.044,0.104,0.247,0.0,0.0,10298.0,3129.0,1.0
"F[0, 78]",0.177,0.043,0.106,0.245,0.0,0.0,8730.0,2785.0,1.0
"F[0, 79]",0.097,0.033,0.047,0.152,0.0,0.0,9757.0,2098.0,1.0
"F[0, 80]",0.095,0.034,0.043,0.15,0.0,0.0,8568.0,3140.0,1.0
"F[0, 81]",0.043,0.023,0.008,0.076,0.0,0.0,5843.0,2831.0,1.0
"F[0, 82]",0.095,0.033,0.042,0.147,0.0,0.0,8234.0,2610.0,1.0
"F[0, 83]",0.057,0.026,0.017,0.097,0.0,0.0,6517.0,2921.0,1.0
"F[0, 84]",0.088,0.031,0.035,0.134,0.0,0.0,7902.0,2680.0,1.0
"F[0, 85]",0.217,0.045,0.144,0.291,0.001,0.0,6727.0,2754.0,1.0
"F[0, 86]",0.149,0.04,0.084,0.213,0.0,0.0,10817.0,2675.0,1.0
"F[0, 87]",0.016,0.014,0.0,0.036,0.0,0.0,3851.0,2649.0,1.0
"F[0, 88]",0.056,0.027,0.015,0.096,0.0,0.0,7261.0,2814.0,1.0
"F[0, 89]",0.068,0.029,0.023,0.113,0.0,0.0,9079.0,2736.0,1.0
"F[0, 90]",0.174,0.042,0.105,0.24,0.0,0.0,11663.0,2702.0,1.0
"F[0, 91]",0.145,0.04,0.078,0.207,0.0,0.0,9639.0,2894.0,1.0
"F[0, 92]",0.184,0.044,0.108,0.252,0.0,0.0,9025.0,2736.0,1.0
"F[0, 93]",0.081,0.03,0.033,0.127,0.0,0.0,7293.0,2790.0,1.01
"F[0, 94]",0.452,0.054,0.366,0.543,0.001,0.001,4228.0,2775.0,1.0
"F[0, 95]",0.06,0.027,0.017,0.1,0.0,0.0,9561.0,2901.0,1.0
"F[0, 96]",0.058,0.026,0.016,0.096,0.0,0.0,6523.0,2326.0,1.0
"F[0, 97]",0.455,0.058,0.358,0.546,0.001,0.001,4220.0,2584.0,1.0
"F[0, 98]",0.227,0.048,0.149,0.304,0.0,0.0,9135.0,2954.0,1.0
"F[0, 99]",0.055,0.026,0.014,0.092,0.0,0.0,6349.0,3137.0,1.0
"F[1, 0]",0.194,0.046,0.121,0.267,0.0,0.0,9001.0,2813.0,1.0
"F[1, 1]",0.147,0.041,0.079,0.213,0.0,0.0,11045.0,2430.0,1.0
"F[1, 2]",0.155,0.04,0.094,0.222,0.0,0.0,8888.0,2791.0,1.0
"F[1, 3]",0.183,0.044,0.112,0.252,0.0,0.0,8661.0,2888.0,1.0
"F[1, 4]",0.118,0.036,0.061,0.176,0.0,0.0,8867.0,2791.0,1.01
"F[1, 5]",0.131,0.037,0.073,0.193,0.0,0.0,9834.0,2795.0,1.0
"F[1, 6]",0.128,0.037,0.068,0.187,0.0,0.0,11302.0,2802.0,1.0
"F[1, 7]",0.21,0.046,0.131,0.282,0.0,0.0,10525.0,2634.0,1.0
"F[1, 8]",0.13,0.038,0.07,0.191,0.0,0.0,7826.0,2556.0,1.0
"F[1, 9]",0.064,0.028,0.02,0.105,0.0,0.0,8097.0,2772.0,1.0
"F[1, 10]",0.087,0.032,0.036,0.137,0.0,0.0,10103.0,3254.0,1.0
"F[1, 11]",0.157,0.042,0.091,0.224,0.0,0.0,8581.0,2743.0,1.0
"F[1, 12]",0.142,0.04,0.075,0.204,0.0,0.0,9281.0,2522.0,1.0
"F[1, 13]",0.183,0.043,0.113,0.253,0.0,0.0,8092.0,3054.0,1.0
"F[1, 14]",0.274,0.05,0.195,0.359,0.0,0.0,10832.0,2542.0,1.0
"F[1, 15]",0.106,0.035,0.051,0.159,0.0,0.0,8546.0,2820.0,1.0
"F[1, 16]",0.251,0.05,0.172,0.331,0.0,0.0,10892.0,2354.0,1.0
"F[1, 17]",0.211,0.045,0.137,0.283,0.0,0.0,10083.0,2941.0,1.0
"F[1, 18]",0.091,0.033,0.041,0.146,0.0,0.0,10958.0,2735.0,1.0
"F[1, 19]",0.222,0.048,0.146,0.304,0.0,0.0,10814.0,2851.0,1.0
"F[1, 20]",0.092,0.033,0.036,0.141,0.0,0.0,7940.0,2916.0,1.0
"F[1, 21]",0.149,0.04,0.083,0.212,0.0,0.0,10913.0,2800.0,1.0
"F[1, 22]",0.266,0.051,0.183,0.345,0.001,0.0,8537.0,2909.0,1.0
"F[1, 23]",0.062,0.027,0.021,0.104,0.0,0.0,9780.0,3102.0,1.0
"F[1, 24]",0.065,0.027,0.023,0.108,0.0,0.0,7365.0,2715.0,1.0
"F[1, 25]",0.054,0.025,0.015,0.093,0.0,0.0,6529.0,2841.0,1.0
"F[1, 26]",0.02,0.015,0.001,0.04,0.0,0.0,9016.0,2710.0,1.0
"F[1, 27]",0.092,0.033,0.041,0.143,0.0,0.0,8858.0,2703.0,1.0
"F[1, 28]",0.102,0.035,0.045,0.157,0.0,0.0,10012.0,2945.0,1.0
"F[1, 29]",0.105,0.034,0.05,0.158,0.0,0.0,9759.0,2891.0,1.0
"F[1, 30]",0.128,0.038,0.066,0.186,0.0,0.0,9815.0,2561.0,1.0
"F[1, 31]",0.197,0.044,0.126,0.268,0.0,0.0,11275.0,2624.0,1.0
"F[1, 32]",0.234,0.05,0.154,0.317,0.0,0.0,14408.0,2734.0,1.0
"F[1, 33]",0.183,0.044,0.111,0.252,0.0,0.0,8595.0,2954.0,1.0
"F[1, 34]",0.201,0.045,0.13,0.274,0.0,0.0,9956.0,3000.0,1.0
"F[1, 35]",0.314,0.051,0.223,0.393,0.001,0.0,10342.0,2625.0,1.0
"F[1, 36]",0.429,0.057,0.343,0.525,0.001,0.0,8858.0,2614.0,1.0
"F[1, 37]",0.217,0.047,0.145,0.297,0.0,0.0,9642.0,2479.0,1.0
"F[1, 38]",0.106,0.035,0.047,0.157,0.0,0.0,9558.0,2909.0,1.0
"F[1, 39]",0.118,0.036,0.061,0.175,0.0,0.0,7832.0,2899.0,1.0
"F[1, 40]",0.143,0.04,0.082,0.21,0.0,0.0,8777.0,2468.0,1.0
"F[1, 41]",0.065,0.028,0.021,0.107,0.0,0.0,7951.0,2395.0,1.0
"F[1, 42]",0.149,0.041,0.083,0.215,0.0,0.0,9361.0,2612.0,1.0
