,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"dz[0, 58]",1.513,0.54,0.661,2.438,0.01,0.008,3255.0,2190.0,1.0
"dz[0, 59]",1.114,0.557,0.143,1.985,0.01,0.008,3131.0,2158.0,1.0
"dz[0, 60]",0.831,0.442,0.131,1.584,0.006,0.005,4688.0,2736.0,1.0
"dz[0, 61]",0.801,0.544,-0.078,1.683,0.01,0.008,3180.0,2352.0,1.0
"dz[0, 62]",1.639,0.504,0.873,2.521,0.008,0.006,4385.0,3112.0,1.0
"dz[0, 63]",0.884,0.468,0.096,1.624,0.007,0.005,5068.0,2770.0,1.0
"dz[0, 64]",0.779,0.447,-0.015,1.443,0.006,0.005,4895.0,2595.0,1.0
"dz[0, 65]",0.548,0.448,-0.199,1.249,0.007,0.006,4000.0,3020.0,1.0
"dz[0, 66]",-0.139,0.431,-0.837,0.551,0.007,0.006,4039.0,2792.0,1.0
"dz[0, 67]",0.491,0.448,-0.271,1.177,0.006,0.006,5007.0,2848.0,1.0
"dz[0, 68]",0.941,0.441,0.216,1.651,0.007,0.005,3783.0,3006.0,1.0
"dz[0, 69]",1.312,0.467,0.566,2.115,0.007,0.005,4590.0,3243.0,1.0
"dz[0, 70]",-0.322,0.41,-1.0,0.321,0.007,0.006,3808.0,2990.0,1.0
"dz[0, 71]",0.275,0.545,-0.626,1.169,0.009,0.008,3600.0,2799.0,1.0
"dz[0, 72]",-0.17,0.487,-0.969,0.638,0.009,0.007,3245.0,2562.0,1.0
"dz[0, 73]",0.401,0.399,-0.246,1.054,0.006,0.005,4296.0,2866.0,1.0
"dz[0, 74]",0.435,0.419,-0.275,1.096,0.007,0.006,3683.0,2650.0,1.0
"dz[0, 75]",0.572,0.537,-0.314,1.452,0.01,0.008,2811.0,2568.0,1.0
"dz[0, 76]",-1.127,0.373,-1.767,-0.538,0.007,0.005,3188.0,2803.0,1.0
"dz[0, 77]",0.741,0.441,0.025,1.465,0.007,0.005,3792.0,3311.0,1.0
"dz[0, 78]",0.927,0.456,0.174,1.663,0.007,0.006,3847.0,2994.0,1.0
"dz[0, 79]",1.205,0.446,0.487,1.937,0.007,0.005,3540.0,3050.0,1.0
"dz[0, 80]",0.466,0.416,-0.237,1.125,0.006,0.005,5172.0,3017.0,1.0
"dz[0, 81]",1.011,0.452,0.276,1.728,0.007,0.006,4666.0,2479.0,1.0
"dz[0, 82]",0.463,0.419,-0.19,1.162,0.006,0.005,5313.0,2715.0,1.0
