,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"high[65, 1]",-0.346,0.176,-0.618,-0.049,0.003,0.002,4137.0,3011.0,1.0
"high[66, 0]",1.583,0.307,1.061,2.075,0.005,0.003,4320.0,3181.0,1.0
"high[66, 1]",-0.477,0.163,-0.744,-0.205,0.002,0.002,4278.0,3235.0,1.0
"high[67, 0]",1.941,0.316,1.446,2.489,0.004,0.003,6424.0,3024.0,1.0
"high[67, 1]",0.732,0.171,0.469,1.03,0.002,0.002,6849.0,3303.0,1.0
"high[68, 0]",2.273,0.309,1.762,2.777,0.004,0.003,5630.0,3290.0,1.0
"high[68, 1]",0.158,0.174,-0.103,0.454,0.002,0.002,5905.0,3258.0,1.0
"high[69, 0]",2.551,0.335,1.986,3.084,0.005,0.004,4151.0,2680.0,1.0
"high[69, 1]",0.002,0.182,-0.277,0.324,0.003,0.003,4810.0,3432.0,1.0
"high[70, 0]",1.447,0.305,0.939,1.945,0.005,0.003,4564.0,3274.0,1.0
"high[70, 1]",-0.404,0.163,-0.669,-0.136,0.002,0.002,4484.0,3113.0,1.0
"high[71, 0]",2.078,0.452,1.306,2.769,0.009,0.007,2561.0,2413.0,1.0
"high[71, 1]",-1.1,0.243,-1.481,-0.692,0.005,0.004,2750.0,2548.0,1.0
"high[72, 0]",1.677,0.374,1.083,2.297,0.007,0.005,3099.0,2847.0,1.0
"high[72, 1]",-0.945,0.198,-1.275,-0.629,0.003,0.003,3313.0,2864.0,1.0
"high[73, 0]",1.904,0.294,1.399,2.355,0.004,0.003,6212.0,3098.0,1.0
"high[73, 1]",0.303,0.164,0.015,0.548,0.002,0.002,5397.0,3063.0,1.0
"high[74, 0]",1.943,0.292,1.471,2.412,0.004,0.003,4491.0,3168.0,1.0
"high[74, 1]",-0.06,0.162,-0.322,0.214,0.002,0.002,5097.0,3339.0,1.0
"high[75, 0]",2.224,0.425,1.548,2.928,0.008,0.006,2766.0,2852.0,1.0
"high[75, 1]",-0.924,0.229,-1.282,-0.551,0.004,0.003,2871.0,3010.0,1.0
"high[76, 0]",0.852,0.274,0.431,1.333,0.004,0.003,5055.0,3263.0,1.0
"high[76, 1]",-0.045,0.142,-0.272,0.193,0.002,0.002,5475.0,3477.0,1.0
"high[77, 0]",2.174,0.31,1.652,2.667,0.005,0.003,4382.0,3099.0,1.0
"high[77, 1]",-0.084,0.172,-0.374,0.189,0.003,0.002,4492.0,3227.0,1.0
"high[78, 0]",2.316,0.33,1.774,2.855,0.005,0.004,4424.0,3037.0,1.0
"high[78, 1]",-0.165,0.179,-0.454,0.134,0.003,0.002,4878.0,3232.0,1.0
"high[79, 0]",2.464,0.322,1.894,2.94,0.004,0.003,5906.0,3334.0,1.0
"high[79, 1]",0.126,0.177,-0.159,0.413,0.002,0.002,6096.0,3092.0,1.0
"high[80, 0]",1.936,0.296,1.434,2.396,0.004,0.003,6037.0,2345.0,1.0
"high[80, 1]",0.434,0.157,0.176,0.69,0.002,0.001,6293.0,3104.0,1.0
"high[81, 0]",2.295,0.326,1.738,2.799,0.004,0.003,6452.0,2956.0,1.0
"high[81, 1]",0.651,0.182,0.368,0.958,0.002,0.002,6571.0,3027.0,1.0
"high[82, 0]",1.94,0.288,1.457,2.387,0.003,0.003,6891.0,3509.0,1.0
"high[82, 1]",0.434,0.159,0.178,0.696,0.002,0.002,6261.0,3266.0,1.0
"high[83, 0]",2.456,0.317,1.949,2.993,0.004,0.003,5158.0,2877.0,1.0
"high[83, 1]",0.413,0.181,0.138,0.727,0.002,0.002,5695.0,2970.0,1.0
"high[84, 0]",3.061,0.404,2.394,3.704,0.007,0.005,3351.0,2601.0,1.0
"high[84, 1]",-0.147,0.222,-0.493,0.218,0.004,0.003,3596.0,2282.0,1.0
"high[85, 0]",2.404,0.355,1.815,2.971,0.006,0.004,3860.0,2969.0,1.0
"high[85, 1]",-0.358,0.194,-0.674,-0.034,0.003,0.002,3792.0,2847.0,1.0
"high[86, 0]",2.123,0.302,1.608,2.593,0.004,0.003,5465.0,3031.0,1.0
"high[86, 1]",0.051,0.163,-0.212,0.316,0.002,0.003,5324.0,3193.0,1.0
"high[87, 0]",2.445,0.367,1.82,3.013,0.005,0.003,6154.0,3003.0,1.0
"high[87, 1]",0.95,0.21,0.601,1.288,0.003,0.002,6506.0,3168.0,1.0
"high[88, 0]",2.178,0.31,1.67,2.671,0.004,0.003,5660.0,2904.0,1.0
"high[88, 1]",0.583,0.174,0.279,0.853,0.002,0.002,7050.0,2954.0,1.0
"high[89, 0]",1.924,0.303,1.417,2.41,0.004,0.003,5388.0,3102.0,1.0
"high[89, 1]",0.625,0.165,0.344,0.878,0.002,0.002,5884.0,2339.0,1.0
"high[90, 0]",1.711,0.278,1.253,2.162,0.004,0.003,4968.0,3091.0,1.0
"high[90, 1]",0.177,0.155,-0.08,0.426,0.002,0.002,4699.0,2959.0,1.0
"high[91, 0]",1.541,0.286,1.09,2.02,0.004,0.003,6553.0,2948.0,1.0
"high[91, 1]",0.385,0.154,0.122,0.616,0.002,0.001,6308.0,2869.0,1.0
"high[92, 0]",1.231,0.267,0.768,1.639,0.003,0.002,5931.0,3167.0,1.0
"high[92, 1]",0.39,0.144,0.165,0.636,0.002,0.001,5472.0,3256.0,1.0
"high[93, 0]",1.763,0.295,1.294,2.263,0.004,0.003,5868.0,2645.0,1.0
"high[93, 1]",0.623,0.159,0.348,0.868,0.002,0.002,6281.0,2751.0,1.0
"high[94, 0]",2.219,0.424,1.504,2.88,0.008,0.006,2652.0,2446.0,1.0
"high[94, 1]",-0.921,0.227,-1.275,-0.527,0.004,0.003,2643.0,2292.0,1.0
"high[95, 0]",2.817,0.35,2.207,3.351,0.005,0.004,4704.0,2902.0,1.0
"high[95, 1]",0.191,0.197,-0.135,0.521,0.003,0.002,5872.0,3009.0,1.0
"high[96, 0]",2.569,0.318,2.084,3.133,0.005,0.003,4713.0,2994.0,1.0
"high[96, 1]",0.351,0.183,0.057,0.659,0.002,0.002,5807.0,3133.0,1.0
"high[97, 0]",2.234,0.434,1.523,2.929,0.009,0.007,2616.0,2264.0,1.0
"high[97, 1]",-0.927,0.232,-1.296,-0.543,0.005,0.003,2724.0,2234.0,1.0
"high[98, 0]",1.876,0.301,1.399,2.393,0.004,0.003,4567.0,3165.0,1.0
"high[98, 1]",-0.112,0.161,-0.366,0.161,0.002,0.002,4736.0,2978.0,1.0
"high[99, 0]",1.939,0.305,1.432,2.418,0.004,0.003,6281.0,3089.0,1.0
"high[99, 1]",0.731,0.168,0.462,1.015,0.002,0.002,6819.0,3063.0,1.0
d_low_mean,0.907,0.057,0.812,0.997,0.001,0.001,2510.0,2877.0,1.0
c_low_mean,0.598,0.048,0.52,0.677,0.001,0.001,3303.0,2788.0,1.0
"low[0, 0]",0.753,0.244,0.349,1.147,0.003,0.002,5206.0,3283.0,1.0
"low[0, 1]",0.573,0.143,0.338,0.805,0.002,0.001,5296.0,2995.0,1.0
"low[1, 0]",1.501,0.251,1.087,1.902,0.004,0.003,4244.0,3287.0,1.0
"low[1, 1]",0.26,0.153,0.019,0.522,0.002,0.002,4884.0,3009.0,1.0
"low[2, 0]",0.693,0.25,0.284,1.105,0.003,0.002,5439.0,3216.0,1.0
"low[2, 1]",0.741,0.148,0.501,0.976,0.002,0.001,5905.0,3108.0,1.0
"low[3, 0]",0.851,0.245,0.436,1.241,0.003,0.002,5383.0,3108.0,1.0
"low[3, 1]",0.553,0.146,0.326,0.797,0.002,0.001,5310.0,2863.0,1.0
"low[4, 0]",0.997,0.248,0.587,1.4,0.003,0.002,5847.0,3390.0,1.0
"low[4, 1]",0.688,0.147,0.454,0.935,0.002,0.001,5759.0,3099.0,1.0
"low[5, 0]",1.032,0.238,0.62,1.407,0.003,0.002,5623.0,3129.0,1.0
"low[5, 1]",0.613,0.144,0.386,0.865,0.002,0.001,5878.0,3269.0,1.0
"low[6, 0]",0.51,0.259,0.079,0.93,0.004,0.003,4648.0,3062.0,1.0
"low[6, 1]",0.961,0.164,0.698,1.236,0.002,0.002,5315.0,3135.0,1.0
"low[7, 0]",1.079,0.242,0.684,1.485,0.003,0.002,5922.0,3101.0,1.0
"low[7, 1]",0.324,0.143,0.087,0.555,0.002,0.001,5693.0,2968.0,1.0
"low[8, 0]",0.896,0.245,0.48,1.282,0.003,0.002,5399.0,3454.0,1.0
"low[8, 1]",0.702,0.147,0.463,0.951,0.002,0.001,6096.0,3125.0,1.0
"low[9, 0]",0.848,0.26,0.401,1.257,0.004,0.003,4903.0,2890.0,1.0
"low[9, 1]",1.025,0.164,0.749,1.282,0.002,0.002,5699.0,3124.0,1.0
"low[10, 0]",0.312,0.289,-0.158,0.796,0.004,0.003,4353.0,3140.0,1.0
"low[10, 1]",1.27,0.179,0.99,1.573,0.003,0.002,4555.0,3489.0,1.0
"low[11, 0]",0.98,0.237,0.559,1.343,0.004,0.003,4523.0,2980.0,1.0
"low[11, 1]",0.559,0.149,0.332,0.817,0.002,0.001,5414.0,2924.0,1.0
"low[12, 0]",0.797,0.246,0.431,1.235,0.003,0.002,5450.0,3109.0,1.0
"low[12, 1]",0.723,0.148,0.479,0.957,0.002,0.001,5421.0,3235.0,1.0
"low[13, 0]",0.857,0.243,0.436,1.239,0.004,0.003,4849.0,3000.0,1.0
"low[13, 1]",0.549,0.148,0.298,0.786,0.002,0.002,5031.0,3353.0,1.0
"low[14, 0]",0.957,0.245,0.545,1.362,0.004,0.003,4188.0,3124.0,1.0
"low[14, 1]",0.22,0.142,-0.017,0.448,0.002,0.002,5333.0,3368.0,1.0
"low[15, 0]",1.167,0.24,0.784,1.573,0.003,0.002,5518.0,3255.0,1.0
"low[15, 1]",0.624,0.15,0.365,0.856,0.002,0.001,6116.0,3331.0,1.0
"low[16, 0]",1.232,0.247,0.843,1.645,0.004,0.003,4026.0,3115.0,1.0
"low[16, 1]",0.116,0.147,-0.128,0.354,0.002,0.002,4476.0,2970.0,1.0
"low[17, 0]",1.081,0.241,0.664,1.463,0.004,0.003,4550.0,3111.0,1.0
"low[17, 1]",0.323,0.145,0.079,0.555,0.002,0.002,4596.0,2785.0,1.0
"low[18, 0]",0.919,0.253,0.491,1.306,0.003,0.002,5499.0,3518.0,1.0
"low[18, 1]",0.847,0.154,0.601,1.107,0.002,0.002,5301.0,2327.0,1.0
"low[19, 0]",0.914,0.241,0.506,1.288,0.003,0.002,5807.0,3027.0,1.0
"low[19, 1]",0.393,0.145,0.148,0.625,0.002,0.001,5018.0,3385.0,1.0
"low[20, 0]",0.993,0.251,0.58,1.405,0.003,0.002,5655.0,2699.0,1.0
"low[20, 1]",0.799,0.152,0.552,1.049,0.002,0.001,6770.0,3095.0,1.0
"low[21, 0]",1.67,0.262,1.235,2.089,0.004,0.003,3843.0,3108.0,1.0
"low[21, 1]",0.154,0.155,-0.099,0.406,0.002,0.002,4193.0,3256.0,1.0
"low[22, 0]",1.564,0.265,1.138,2.017,0.004,0.003,3845.0,3325.0,1.0
"low[22, 1]",-0.123,0.155,-0.368,0.147,0.002,0.002,4296.0,3435.0,1.0
"low[23, 0]",0.494,0.278,0.023,0.945,0.004,0.003,5094.0,2789.0,1.0
"low[23, 1]",1.279,0.174,1.008,1.574,0.002,0.002,5123.0,3082.0,1.0
"low[24, 0]",0.856,0.263,0.438,1.302,0.004,0.003,5597.0,2994.0,1.0
"low[24, 1]",1.022,0.162,0.766,1.296,0.002,0.002,5318.0,2839.0,1.0
"low[25, 0]",1.249,0.264,0.799,1.662,0.004,0.003,4694.0,2783.0,1.0
"low[25, 1]",0.811,0.161,0.551,1.075,0.002,0.002,5254.0,2990.0,1.0
"low[26, 0]",0.198,0.351,-0.39,0.745,0.006,0.004,3961.0,2722.0,1.0
"low[26, 1]",1.782,0.244,1.366,2.158,0.004,0.003,4094.0,3138.0,1.0
"low[27, 0]",0.993,0.252,0.586,1.417,0.003,0.002,5927.0,2963.0,1.0
"low[27, 1]",0.801,0.154,0.551,1.058,0.002,0.002,4395.0,3024.0,1.0
"low[28, 0]",0.575,0.267,0.153,1.018,0.004,0.003,5734.0,2790.0,1.0
"low[28, 1]",1.025,0.163,0.753,1.288,0.002,0.002,5685.0,3149.0,1.0
"low[29, 0]",0.89,0.249,0.48,1.287,0.004,0.003,4790.0,3334.0,1.0
"low[29, 1]",0.812,0.152,0.569,1.067,0.002,0.001,5704.0,3556.0,1.0
"low[30, 0]",0.515,0.257,0.11,0.951,0.004,0.003,5032.0,3138.0,1.0
"low[30, 1]",0.958,0.156,0.7,1.217,0.002,0.002,4813.0,2929.0,1.0
"low[31, 0]",1.17,0.239,0.784,1.559,0.003,0.002,4977.0,3444.0,1.0
"low[31, 1]",0.306,0.14,0.081,0.544,0.002,0.002,4787.0,3085.0,1.0
"low[32, 0]",0.678,0.24,0.309,1.082,0.004,0.003,4631.0,3071.0,1.0
"low[32, 1]",0.504,0.141,0.279,0.745,0.002,0.001,4857.0,3029.0,1.0
"low[33, 0]",0.985,0.237,0.598,1.364,0.003,0.002,5078.0,3214.0,1.0
"low[33, 1]",0.463,0.141,0.229,0.693,0.002,0.001,5015.0,3450.0,1.0
"low[34, 0]",1.478,0.257,1.048,1.894,0.004,0.003,5183.0,3136.0,1.0
"low[34, 1]",0.111,0.151,-0.131,0.361,0.002,0.002,5338.0,3026.0,1.0
"low[35, 0]",0.817,0.244,0.399,1.201,0.004,0.003,4693.0,3061.0,1.0
"low[35, 1]",0.206,0.141,-0.027,0.438,0.002,0.002,5123.0,3265.0,1.0
"low[36, 0]",0.576,0.248,0.177,0.994,0.004,0.003,3213.0,3044.0,1.0
"low[36, 1]",0.078,0.137,-0.146,0.3,0.002,0.002,4263.0,2992.0,1.0
"low[37, 0]",0.145,0.268,-0.3,0.58,0.005,0.003,3576.0,2896.0,1.0
"low[37, 1]",0.882,0.155,0.616,1.128,0.003,0.002,3907.0,2642.0,1.0
"low[38, 0]",1.096,0.248,0.701,1.504,0.003,0.002,6494.0,3141.0,1.0
"low[38, 1]",0.671,0.144,0.428,0.902,0.002,0.001,5301.0,3512.0,1.0
"low[39, 0]",0.927,0.245,0.525,1.329,0.003,0.002,6086.0,3532.0,1.0
"low[39, 1]",0.735,0.152,0.491,0.987,0.002,0.001,6045.0,3132.0,1.0
"low[40, 0]",0.715,0.244,0.339,1.131,0.003,0.002,5100.0,2923.0,1.0
"low[40, 1]",0.776,0.152,0.527,1.029,0.002,0.002,5165.0,2760.0,1.0
"low[41, 0]",1.002,0.259,0.579,1.42,0.004,0.003,5057.0,2837.0,1.0
"low[41, 1]",0.918,0.16,0.656,1.18,0.002,0.002,5034.0,3383.0,1.0
"low[42, 0]",0.046,0.295,-0.443,0.519,0.005,0.004,3056.0,2984.0,1.0
"low[42, 1]",1.171,0.177,0.868,1.447,0.003,0.002,4204.0,3184.0,1.0
"low[43, 0]",0.923,0.26,0.472,1.33,0.003,0.003,5913.0,3232.0,1.0
"low[43, 1]",0.848,0.158,0.591,1.108,0.002,0.001,6027.0,2783.0,1.0
