,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"yh[0, 30]",10.781,3.183,5.0,15.0,0.044,0.031,5119.0,3863.0,1.0
"yh[0, 31]",19.65,2.711,15.0,23.0,0.037,0.026,5516.0,3910.0,1.0
"yh[0, 32]",17.427,3.083,13.0,22.0,0.042,0.03,5347.0,3861.0,1.0
"yh[0, 33]",10.354,3.221,5.0,15.0,0.04,0.029,6397.0,3634.0,1.0
"yh[0, 34]",19.053,2.8,14.0,23.0,0.04,0.028,4921.0,3799.0,1.0
"yh[0, 35]",14.731,3.275,10.0,20.0,0.044,0.031,5918.0,3887.0,1.0
"yh[0, 36]",16.906,3.202,11.0,21.0,0.043,0.031,5518.0,3408.0,1.0
"yh[0, 37]",18.448,2.886,13.0,22.0,0.042,0.03,4726.0,3955.0,1.0
"yh[0, 38]",10.868,3.25,5.0,15.0,0.043,0.031,5597.0,3725.0,1.0
"yh[0, 39]",17.856,3.002,13.0,22.0,0.039,0.028,5662.0,3610.0,1.0
"yh[0, 40]",15.041,3.243,10.0,20.0,0.044,0.032,5305.0,3875.0,1.0
"yh[0, 41]",16.32,3.151,11.0,21.0,0.043,0.03,5411.0,3714.0,1.0
"yh[0, 42]",10.497,3.324,5.0,15.0,0.044,0.032,5796.0,3852.0,1.0
"yh[0, 43]",15.712,3.191,10.0,20.0,0.044,0.031,5357.0,3709.0,1.0
"yh[0, 44]",14.819,3.277,10.0,20.0,0.042,0.03,5963.0,3397.0,1.0
"yh[0, 45]",17.198,3.136,11.0,21.0,0.044,0.032,4902.0,3853.0,1.0
"yh[0, 46]",21.332,2.363,17.0,24.0,0.033,0.024,4994.0,3475.0,1.0
"yh[0, 47]",18.519,2.938,14.0,23.0,0.038,0.027,5976.0,3724.0,1.0
"yh[0, 48]",15.715,3.198,10.0,20.0,0.044,0.031,5257.0,3795.0,1.0
"yh[0, 49]",2.523,1.923,0.0,5.0,0.027,0.02,5107.0,3808.0,1.0
"yh[0, 50]",16.282,3.15,11.0,21.0,0.045,0.032,4835.0,3753.0,1.0
"yh[0, 51]",17.273,3.044,13.0,22.0,0.041,0.029,5565.0,3867.0,1.0
"yh[0, 52]",18.739,2.892,14.0,23.0,0.038,0.027,5935.0,3412.0,1.0
"yh[0, 53]",16.392,3.149,11.0,21.0,0.043,0.03,5448.0,3679.0,1.0
"yh[0, 54]",18.324,2.927,13.0,22.0,0.041,0.029,5217.0,3850.0,1.0
"yh[0, 55]",16.443,3.169,11.0,21.0,0.044,0.031,5151.0,3605.0,1.0
"yh[0, 56]",21.518,2.294,17.0,24.0,0.033,0.024,4789.0,3955.0,1.0
"yh[0, 57]",17.103,3.115,11.0,21.0,0.042,0.03,5397.0,3902.0,1.0
"yh[0, 58]",20.916,2.476,17.0,24.0,0.033,0.023,5674.0,3846.0,1.0
"yh[0, 59]",21.479,2.304,17.0,24.0,0.032,0.023,5252.0,4000.0,1.0
"yh[0, 60]",14.256,3.23,9.0,19.0,0.044,0.031,5307.0,3931.0,1.0
"yh[0, 61]",21.878,2.195,19.0,25.0,0.032,0.023,4746.0,3884.0,1.0
"yh[0, 62]",19.534,2.733,15.0,23.0,0.038,0.027,5349.0,3315.0,1.0
"yh[0, 63]",12.29,3.337,6.0,17.0,0.045,0.033,5378.0,3748.0,1.0
"yh[0, 64]",16.26,3.095,11.0,21.0,0.044,0.031,5016.0,3451.0,1.0
"yh[0, 65]",19.761,2.685,15.0,23.0,0.04,0.028,4525.0,3808.0,1.0
"yh[0, 66]",19.677,2.681,15.0,23.0,0.039,0.028,4654.0,3734.0,1.0
"yh[0, 67]",10.886,3.246,6.0,16.0,0.044,0.032,5398.0,3665.0,1.0
"yh[0, 68]",17.099,3.05,13.0,22.0,0.042,0.03,5227.0,3478.0,1.0
"yh[0, 69]",18.819,2.868,14.0,23.0,0.039,0.027,5478.0,3459.0,1.0
"yh[0, 70]",18.795,2.863,14.0,23.0,0.041,0.029,4963.0,3775.0,1.0
"yh[0, 71]",22.558,1.996,20.0,25.0,0.028,0.02,5145.0,3925.0,1.0
"yh[0, 72]",21.923,2.14,19.0,25.0,0.033,0.023,4222.0,3625.0,1.0
"yh[0, 73]",14.812,3.295,10.0,20.0,0.048,0.034,4728.0,3790.0,1.0
"yh[0, 74]",17.781,3.033,13.0,22.0,0.039,0.028,5903.0,3764.0,1.0
"yh[0, 75]",22.231,2.037,19.0,25.0,0.028,0.02,5630.0,3796.0,1.0
"yh[0, 76]",13.997,3.281,9.0,19.0,0.046,0.033,5174.0,3749.0,1.0
"yh[0, 77]",18.388,2.943,13.0,22.0,0.041,0.029,5221.0,3469.0,1.0
"yh[0, 78]",19.309,2.763,15.0,23.0,0.037,0.026,5523.0,3663.0,1.0
"yh[0, 79]",17.856,3.032,13.0,22.0,0.041,0.029,5426.0,3789.0,1.0
"yh[0, 80]",13.706,3.293,8.0,18.0,0.046,0.033,5043.0,3881.0,1.0
"yh[0, 81]",13.15,3.294,8.0,18.0,0.046,0.033,5187.0,3719.0,1.0
"yh[0, 82]",13.793,3.305,9.0,19.0,0.047,0.033,4983.0,3722.0,1.0
"yh[0, 83]",15.758,3.146,10.0,20.0,0.043,0.03,5467.0,3218.0,1.0
"yh[0, 84]",20.262,2.601,16.0,24.0,0.036,0.025,5432.0,3938.0,1.0
"yh[0, 85]",20.237,2.599,16.0,24.0,0.037,0.026,5171.0,3435.0,1.0
"yh[0, 86]",17.408,3.1,12.0,22.0,0.042,0.03,5516.0,3564.0,1.0
"yh[0, 87]",10.959,3.316,4.0,15.0,0.044,0.032,5613.0,3987.0,1.0
"yh[0, 88]",13.313,3.315,7.0,18.0,0.044,0.031,5612.0,3754.0,1.0
"yh[0, 89]",11.888,3.272,7.0,17.0,0.046,0.033,5054.0,4041.0,1.0
"yh[0, 90]",15.159,3.243,10.0,20.0,0.043,0.03,5728.0,3714.0,1.0
"yh[0, 91]",12.536,3.29,8.0,18.0,0.047,0.033,4992.0,3481.0,1.0
"yh[0, 92]",11.235,3.284,6.0,16.0,0.046,0.033,4999.0,3375.0,1.0
"yh[0, 93]",11.211,3.324,6.0,16.0,0.044,0.032,5729.0,3600.0,1.0
"yh[0, 94]",22.147,2.113,19.0,25.0,0.028,0.02,5550.0,3936.0,1.0
"yh[0, 95]",18.338,2.962,13.0,22.0,0.038,0.027,6090.0,3634.0,1.0
"yh[0, 96]",16.658,3.178,11.0,21.0,0.043,0.031,5342.0,4007.0,1.0
"yh[0, 97]",22.196,2.122,19.0,25.0,0.03,0.021,4905.0,3809.0,1.0
"yh[0, 98]",17.931,2.978,13.0,22.0,0.042,0.029,5163.0,3759.0,1.0
"yh[0, 99]",10.914,3.337,5.0,16.0,0.045,0.032,5557.0,4017.0,1.0
"yh[1, 0]",8.934,3.226,4.0,14.0,0.044,0.032,5304.0,3891.0,1.0
"yh[1, 1]",15.783,3.271,11.0,21.0,0.046,0.032,5070.0,3320.0,1.0
"yh[1, 2]",7.052,2.983,2.0,11.0,0.042,0.031,4890.0,3899.0,1.0
"yh[1, 3]",9.621,3.22,4.0,14.0,0.046,0.033,4978.0,3690.0,1.0
"yh[1, 4]",9.146,3.116,3.0,13.0,0.045,0.033,4789.0,3300.0,1.0
"yh[1, 5]",10.09,3.208,5.0,15.0,0.047,0.034,4613.0,3759.0,1.0
"yh[1, 6]",4.566,2.593,0.0,8.0,0.038,0.028,4649.0,3672.0,1.0
"yh[1, 7]",12.996,3.37,7.0,18.0,0.048,0.034,5027.0,3782.0,1.0
"yh[1, 8]",8.558,3.173,3.0,13.0,0.043,0.031,5362.0,3676.0,1.0
"yh[1, 9]",5.556,2.734,1.0,9.0,0.038,0.029,5286.0,3263.0,1.0
"yh[1, 10]",2.212,1.82,0.0,5.0,0.027,0.019,4573.0,4156.0,1.0
"yh[1, 11]",10.222,3.213,5.0,15.0,0.044,0.032,5340.0,3904.0,1.0
"yh[1, 12]",7.814,3.009,3.0,12.0,0.043,0.031,4965.0,3789.0,1.0
"yh[1, 13]",9.692,3.147,4.0,14.0,0.045,0.033,4848.0,3783.0,1.0
"yh[1, 14]",13.387,3.309,8.0,18.0,0.042,0.03,6127.0,3958.0,1.0
"yh[1, 15]",10.63,3.303,4.0,15.0,0.045,0.032,5466.0,3895.0,1.0
"yh[1, 16]",15.646,3.14,10.0,20.0,0.045,0.032,4917.0,3082.0,1.0
"yh[1, 17]",12.902,3.288,8.0,18.0,0.046,0.033,5098.0,4002.0,1.0
"yh[1, 18]",7.45,2.971,3.0,12.0,0.038,0.028,6044.0,3645.0,1.0
"yh[1, 19]",11.475,3.292,6.0,16.0,0.047,0.034,4896.0,3832.0,1.0
"yh[1, 20]",8.154,3.058,4.0,13.0,0.041,0.031,5442.0,3575.0,1.0
"yh[1, 21]",17.372,3.147,12.0,22.0,0.041,0.029,5935.0,3639.0,1.0
"yh[1, 22]",18.928,2.84,14.0,23.0,0.04,0.028,5120.0,3685.0,1.0
"yh[1, 23]",2.656,1.999,0.0,5.0,0.029,0.023,4786.0,3924.0,1.0
"yh[1, 24]",5.565,2.724,1.0,9.0,0.036,0.027,5598.0,3926.0,1.0
"yh[1, 25]",9.288,3.214,4.0,14.0,0.044,0.032,5350.0,3744.0,1.0
"yh[1, 26]",0.314,0.663,0.0,1.0,0.01,0.008,4320.0,4096.0,1.0
"yh[1, 27]",8.121,3.113,3.0,13.0,0.042,0.03,5526.0,3779.0,1.0
"yh[1, 28]",4.432,2.467,1.0,8.0,0.033,0.024,5648.0,3838.0,1.0
"yh[1, 29]",7.505,3.026,3.0,12.0,0.044,0.032,4669.0,3417.0,1.0
"yh[1, 30]",4.632,2.486,1.0,8.0,0.033,0.025,5946.0,3799.0,1.0
"yh[1, 31]",13.766,3.278,9.0,19.0,0.046,0.033,5000.0,3913.0,1.0
"yh[1, 32]",9.241,3.171,4.0,14.0,0.047,0.034,4489.0,3847.0,1.0
"yh[1, 33]",11.215,3.287,6.0,16.0,0.049,0.035,4475.0,3496.0,1.0
"yh[1, 34]",16.984,3.078,11.0,21.0,0.042,0.03,5449.0,3630.0,1.0
"yh[1, 35]",12.798,3.305,8.0,18.0,0.043,0.03,6051.0,3598.0,1.0
"yh[1, 36]",12.604,3.299,8.0,18.0,0.043,0.031,5768.0,3809.0,1.0
"yh[1, 37]",3.69,2.305,0.0,7.0,0.03,0.023,5784.0,3926.0,1.0
"yh[1, 38]",9.876,3.285,5.0,15.0,0.045,0.033,5432.0,3730.0,1.0
"yh[1, 39]",8.35,3.071,3.0,13.0,0.045,0.033,4640.0,3555.0,1.0
"yh[1, 40]",7.066,2.943,2.0,11.0,0.042,0.031,5036.0,3556.0,1.0
"yh[1, 41]",7.133,2.986,3.0,12.0,0.039,0.029,6098.0,3778.0,1.0
"yh[1, 42]",1.926,1.705,0.0,4.0,0.024,0.019,5136.0,3758.0,1.0
"yh[1, 43]",7.422,2.999,3.0,12.0,0.042,0.031,5051.0,3823.0,1.0
"yh[1, 44]",14.438,3.251,9.0,19.0,0.044,0.031,5614.0,3892.0,1.0
"yh[1, 45]",18.238,2.946,13.0,22.0,0.041,0.029,5064.0,3516.0,1.0
"yh[1, 46]",19.541,2.717,15.0,23.0,0.041,0.029,4483.0,3629.0,1.0
"yh[1, 47]",8.463,3.139,3.0,13.0,0.047,0.035,4435.0,3872.0,1.0
"yh[1, 48]",16.216,3.096,10.0,20.0,0.043,0.03,5164.0,3751.0,1.0
"yh[1, 49]",21.0,2.396,17.0,24.0,0.034,0.024,5031.0,3950.0,1.0
"yh[1, 50]",12.126,3.266,7.0,17.0,0.046,0.033,4960.0,3619.0,1.0
"yh[1, 51]",10.193,3.209,5.0,15.0,0.044,0.031,5189.0,3514.0,1.0
"yh[1, 52]",9.564,3.118,4.0,14.0,0.043,0.031,5108.0,3615.0,1.0
"yh[1, 53]",6.738,2.82,2.0,11.0,0.039,0.028,5278.0,3784.0,1.0
"yh[1, 54]",9.084,3.163,3.0,13.0,0.044,0.031,5161.0,3812.0,1.0
"yh[1, 55]",11.649,3.258,7.0,17.0,0.044,0.031,5581.0,3902.0,1.0
"yh[1, 56]",9.736,3.228,4.0,14.0,0.044,0.031,5384.0,3216.0,1.0
"yh[1, 57]",4.36,2.459,1.0,8.0,0.035,0.027,5222.0,3486.0,1.0
"yh[1, 58]",13.689,3.268,8.0,18.0,0.048,0.034,4723.0,3794.0,1.0
"yh[1, 59]",3.876,2.358,0.0,7.0,0.034,0.025,4882.0,3921.0,1.0
"yh[1, 60]",9.532,3.156,4.0,14.0,0.043,0.031,5451.0,3857.0,1.0
"yh[1, 61]",14.298,3.301,9.0,19.0,0.047,0.034,4949.0,3567.0,1.0
"yh[1, 62]",14.716,3.206,9.0,19.0,0.044,0.032,5133.0,3557.0,1.0
"yh[1, 63]",8.16,3.05,4.0,13.0,0.04,0.029,5888.0,3772.0,1.0
"yh[1, 64]",2.772,1.999,0.0,6.0,0.028,0.021,5037.0,3801.0,1.0
"yh[1, 65]",7.444,3.046,2.0,12.0,0.043,0.031,4973.0,3577.0,1.0
"yh[1, 66]",12.674,3.318,8.0,18.0,0.047,0.033,5043.0,3496.0,1.0
"yh[1, 67]",7.086,2.977,2.0,11.0,0.041,0.03,5234.0,3965.0,1.0
"yh[1, 68]",17.088,3.11,11.0,21.0,0.043,0.03,5274.0,3571.0,1.0
"yh[1, 69]",4.053,2.382,0.0,7.0,0.032,0.025,5511.0,3506.0,1.0
"yh[1, 70]",8.469,3.16,3.0,13.0,0.045,0.033,5038.0,3537.0,1.0
"yh[1, 71]",12.079,3.304,7.0,17.0,0.045,0.032,5287.0,3488.0,1.0
"yh[1, 72]",6.526,2.904,2.0,11.0,0.04,0.029,5233.0,3991.0,1.0
"yh[1, 73]",13.022,3.249,8.0,18.0,0.045,0.032,5292.0,3690.0,1.0
"yh[1, 74]",6.867,2.942,2.0,11.0,0.041,0.03,5098.0,3538.0,1.0
"yh[1, 75]",16.648,3.161,11.0,21.0,0.044,0.031,5282.0,3620.0,1.0
"yh[1, 76]",3.744,2.315,0.0,7.0,0.032,0.024,5432.0,3989.0,1.0
"yh[1, 77]",7.321,2.872,2.0,11.0,0.041,0.03,4955.0,3832.0,1.0
"yh[1, 78]",12.997,3.266,8.0,18.0,0.043,0.03,5897.0,4033.0,1.0
"yh[1, 79]",21.977,2.12,19.0,25.0,0.031,0.022,4579.0,4000.0,1.0
"yh[1, 80]",6.512,2.916,2.0,11.0,0.041,0.031,5176.0,3367.0,1.0
"yh[1, 81]",6.154,2.804,1.0,10.0,0.039,0.028,5206.0,3443.0,1.0
"yh[1, 82]",18.139,2.957,13.0,22.0,0.043,0.03,4825.0,3220.0,1.0
"yh[1, 83]",14.618,3.36,8.0,19.0,0.045,0.032,5689.0,3555.0,1.0
"yh[1, 84]",20.876,2.454,17.0,24.0,0.035,0.025,4932.0,3692.0,1.0
"yh[1, 85]",5.808,2.756,2.0,10.0,0.041,0.03,4690.0,3972.0,1.0
"yh[1, 86]",11.216,3.331,6.0,16.0,0.044,0.032,5617.0,3852.0,1.0
"yh[1, 87]",2.404,1.956,0.0,5.0,0.027,0.022,5414.0,3750.0,1.0
"yh[1, 88]",12.246,3.308,7.0,17.0,0.046,0.033,5095.0,3624.0,1.0
"yh[1, 89]",9.238,3.167,4.0,14.0,0.045,0.032,5040.0,3945.0,1.0
"yh[1, 90]",10.044,3.255,5.0,15.0,0.047,0.035,4790.0,3828.0,1.0
"yh[1, 91]",5.874,2.746,2.0,10.0,0.039,0.029,5183.0,3865.0,1.0
"yh[1, 92]",5.379,2.693,1.0,9.0,0.036,0.026,5488.0,3951.0,1.0
"yh[1, 93]",9.833,3.219,5.0,15.0,0.043,0.032,5594.0,3427.0,1.0
"yh[1, 94]",4.482,2.475,1.0,8.0,0.036,0.027,4914.0,3517.0,1.0
"yh[1, 95]",4.36,2.45,1.0,8.0,0.037,0.027,4437.0,3647.0,1.0
"yh[1, 96]",4.953,2.595,0.0,8.0,0.037,0.027,4843.0,3801.0,1.0
"yh[1, 97]",12.984,3.308,8.0,18.0,0.044,0.031,5581.0,4139.0,1.0
"yh[1, 98]",2.099,1.82,0.0,5.0,0.025,0.019,5506.0,3978.0,1.0
"yh[1, 99]",4.954,2.544,0.0,8.0,0.035,0.027,5276.0,3960.0,1.0
"yf[0, 0]",34.453,5.99,25.0,44.0,0.09,0.064,4434.0,3317.0,1.0
"yf[0, 1]",26.454,5.778,16.0,35.0,0.088,0.062,4282.0,3967.0,1.0
"yf[0, 2]",7.013,3.563,1.0,12.0,0.047,0.036,5945.0,3610.0,1.0
"yf[0, 3]",5.238,3.06,0.0,9.0,0.04,0.031,5793.0,3825.0,1.0
"yf[0, 4]",13.603,4.625,5.0,20.0,0.066,0.048,4899.0,3534.0,1.0
"yf[0, 5]",16.099,4.978,7.0,23.0,0.069,0.051,5345.0,3164.0,1.0
"yf[0, 6]",7.342,3.55,1.0,12.0,0.047,0.036,5516.0,3308.0,1.0
"yf[0, 7]",38.274,5.989,28.0,47.0,0.093,0.066,4189.0,3455.0,1.0
"yf[0, 8]",9.584,3.999,3.0,15.0,0.053,0.038,5673.0,3432.0,1.0
"yf[0, 9]",14.172,4.757,6.0,21.0,0.067,0.049,5013.0,3561.0,1.0
"yf[0, 10]",6.236,3.334,1.0,11.0,0.047,0.036,5263.0,3459.0,1.0
"yf[0, 11]",16.253,5.031,7.0,23.0,0.075,0.053,4443.0,3504.0,1.0
"yf[0, 12]",21.504,5.417,13.0,30.0,0.078,0.056,4874.0,3799.0,1.0
"yf[0, 13]",19.362,5.331,10.0,27.0,0.075,0.053,5110.0,3797.0,1.0
"yf[0, 14]",14.634,4.756,7.0,22.0,0.064,0.048,5595.0,3438.0,1.0
"yf[0, 15]",33.542,5.961,23.0,42.0,0.094,0.066,4064.0,3395.0,1.0
"yf[0, 16]",8.354,3.809,1.0,13.0,0.053,0.04,5258.0,3831.0,1.0
"yf[0, 17]",10.75,4.184,4.0,17.0,0.058,0.044,5366.0,3645.0,1.0
"yf[0, 18]",16.903,4.973,8.0,24.0,0.07,0.052,4975.0,3834.0,1.0
"yf[0, 19]",18.997,5.242,9.0,26.0,0.074,0.054,5011.0,3488.0,1.0
"yf[0, 20]",5.545,3.038,1.0,10.0,0.038,0.029,6440.0,3890.0,1.0
"yf[0, 21]",20.082,5.204,12.0,28.0,0.078,0.056,4478.0,3615.0,1.0
"yf[0, 22]",12.84,4.507,5.0,19.0,0.06,0.047,5450.0,3606.0,1.0
"yf[0, 23]",20.688,5.353,12.0,29.0,0.079,0.057,4587.0,3695.0,1.0
"yf[0, 24]",7.906,3.792,2.0,13.0,0.05,0.037,5862.0,3557.0,1.0
"yf[0, 25]",45.523,5.802,35.0,54.0,0.092,0.065,3991.0,3358.0,1.0
"yf[0, 26]",15.103,4.779,7.0,22.0,0.067,0.049,5095.0,3812.0,1.0
"yf[0, 27]",9.066,3.922,2.0,14.0,0.055,0.039,5067.0,3829.0,1.0
"yf[0, 28]",8.362,3.819,2.0,14.0,0.051,0.038,5596.0,3713.0,1.0
"yf[0, 29]",13.629,4.614,6.0,20.0,0.062,0.046,5600.0,3812.0,1.0
"yf[0, 30]",18.29,5.082,9.0,25.0,0.071,0.052,5024.0,3387.0,1.0
"yf[0, 31]",46.261,5.779,36.0,55.0,0.088,0.062,4326.0,3219.0,1.0
"yf[0, 32]",7.004,3.522,1.0,12.0,0.047,0.036,5605.0,3464.0,1.0
"yf[0, 33]",7.454,3.521,1.0,12.0,0.048,0.035,5392.0,3682.0,1.0
"yf[0, 34]",12.836,4.592,5.0,19.0,0.063,0.046,5261.0,3169.0,1.0
"yf[0, 35]",30.137,5.801,21.0,39.0,0.081,0.058,5121.0,3586.0,1.0
"yf[0, 36]",8.68,3.839,2.0,14.0,0.054,0.039,5016.0,3882.0,1.0
"yf[0, 37]",25.651,5.72,16.0,34.0,0.083,0.059,4763.0,3849.0,1.0
"yf[0, 38]",11.119,4.22,4.0,17.0,0.058,0.043,5438.0,3857.0,1.0
"yf[0, 39]",9.915,4.028,4.0,16.0,0.057,0.042,5041.0,3239.0,1.0
"yf[0, 40]",13.85,4.703,5.0,20.0,0.067,0.049,5061.0,3465.0,1.0
"yf[0, 41]",18.581,5.078,10.0,26.0,0.073,0.052,4909.0,3365.0,1.0
"yf[0, 42]",14.58,4.645,6.0,21.0,0.064,0.047,5279.0,3824.0,1.0
"yf[0, 43]",20.295,5.288,11.0,28.0,0.072,0.052,5330.0,3773.0,1.0
"yf[0, 44]",5.406,3.101,1.0,10.0,0.044,0.032,4976.0,4010.0,1.0
"yf[0, 45]",11.473,4.177,4.0,17.0,0.054,0.039,5927.0,3599.0,1.0
"yf[0, 46]",22.012,5.495,13.0,30.0,0.083,0.059,4452.0,3592.0,1.0
"yf[0, 47]",16.433,5.077,8.0,24.0,0.072,0.052,4958.0,3464.0,1.0
"yf[0, 48]",6.574,3.327,1.0,11.0,0.047,0.036,5029.0,3673.0,1.0
"yf[0, 49]",1.471,1.573,0.0,4.0,0.022,0.017,5334.0,4182.0,1.0
"yf[0, 50]",10.359,4.054,3.0,16.0,0.053,0.041,6093.0,3588.0,1.0
"yf[0, 51]",12.412,4.543,5.0,19.0,0.062,0.045,5376.0,3935.0,1.0
"yf[0, 52]",5.381,3.065,1.0,10.0,0.043,0.034,5449.0,3678.0,1.0
"yf[0, 53]",19.568,5.319,10.0,27.0,0.077,0.055,4793.0,3610.0,1.0
"yf[0, 54]",7.115,3.522,2.0,12.0,0.047,0.037,5861.0,3257.0,1.0
"yf[0, 55]",20.544,5.455,11.0,28.0,0.078,0.055,4909.0,3422.0,1.0
"yf[0, 56]",24.846,5.658,15.0,33.0,0.089,0.063,4088.0,3495.0,1.0
"yf[0, 57]",18.808,5.195,9.0,26.0,0.074,0.056,5253.0,3597.0,1.0
"yf[0, 58]",16.304,4.959,7.0,23.0,0.072,0.052,4729.0,3620.0,1.0
"yf[0, 59]",23.841,5.555,14.0,32.0,0.09,0.065,3773.0,3466.0,1.0
"yf[0, 60]",7.232,3.479,1.0,12.0,0.05,0.036,4853.0,3787.0,1.0
"yf[0, 61]",30.621,5.99,21.0,40.0,0.098,0.069,3696.0,3495.0,1.0
"yf[0, 62]",10.392,4.3,3.0,16.0,0.059,0.044,5336.0,3938.0,1.0
"yf[0, 63]",5.009,2.953,0.0,9.0,0.039,0.029,5819.0,3791.0,1.0
"yf[0, 64]",10.387,4.24,3.0,16.0,0.056,0.042,5622.0,3915.0,1.0
"yf[0, 65]",22.34,5.416,13.0,30.0,0.079,0.057,4792.0,3559.0,1.0
"yf[0, 66]",32.651,5.908,22.0,41.0,0.091,0.065,4262.0,3683.0,1.0
"yf[0, 67]",5.696,3.248,1.0,10.0,0.044,0.034,5782.0,3742.0,1.0
"yf[0, 68]",10.61,4.104,3.0,16.0,0.057,0.041,5155.0,3576.0,1.0
"yf[0, 69]",10.891,4.315,4.0,17.0,0.062,0.048,4823.0,3779.0,1.0
"yf[0, 70]",32.215,5.871,22.0,41.0,0.085,0.06,4788.0,3737.0,1.0
"yf[0, 71]",43.759,6.017,34.0,53.0,0.094,0.067,4101.0,3324.0,1.0
"yf[0, 72]",45.163,5.877,35.0,54.0,0.091,0.064,4183.0,3622.0,1.0
"yf[0, 73]",11.028,4.234,4.0,17.0,0.056,0.042,5741.0,3442.0,1.0
"yf[0, 74]",17.208,5.07,9.0,25.0,0.073,0.053,4789.0,3481.0,1.0
"yf[0, 75]",36.186,5.946,26.0,45.0,0.093,0.066,4107.0,3390.0,1.0
"yf[0, 76]",30.112,5.959,20.0,39.0,0.084,0.061,5021.0,3537.0,1.0
"yf[0, 77]",15.491,4.84,7.0,22.0,0.073,0.053,4470.0,3720.0,1.0
"yf[0, 78]",15.793,4.935,8.0,23.0,0.072,0.053,4695.0,3625.0,1.0
"yf[0, 79]",9.867,4.019,2.0,15.0,0.055,0.041,5547.0,3799.0,1.0
"yf[0, 80]",8.858,3.856,2.0,14.0,0.051,0.038,5588.0,3424.0,1.0
"yf[0, 81]",5.318,3.071,0.0,9.0,0.043,0.035,5434.0,3268.0,1.0
"yf[0, 82]",8.902,3.89,2.0,14.0,0.054,0.041,5261.0,3512.0,1.0
"yf[0, 83]",6.554,3.307,1.0,11.0,0.046,0.033,5153.0,3929.0,1.0
"yf[0, 84]",9.44,3.977,3.0,15.0,0.06,0.044,4412.0,3569.0,1.0
"yf[0, 85]",18.816,5.112,11.0,27.0,0.077,0.055,4450.0,3627.0,1.0
"yf[0, 86]",13.408,4.623,5.0,20.0,0.067,0.049,4796.0,3705.0,1.0
"yf[0, 87]",3.095,2.33,0.0,6.0,0.032,0.024,5614.0,3718.0,1.0
"yf[0, 88]",6.129,3.209,0.0,10.0,0.044,0.033,5328.0,3565.0,1.0
